Date,VGI,SLS,SCS,VGC,FRT,HPG,VIC,RAL,HDB,IMP
2/14/2020,"28,200","30,501","56,572","17,650","12,371","10,843","49,800","52,501","11,093","49,500"
2/13/2020,"27,900","31,171","57,052","17,700","12,275","10,843","50,200","52,501","11,326","49,000"
2/12/2020,"27,900","31,245","56,572","17,600","11,572","10,889","50,500","52,144","11,326","49,150"
2/11/2020,"25,300","31,617","56,572","17,500","11,636","10,797","49,900","52,572","11,249","49,000"
2/10/2020,"25,600","31,617","56,572","17,400","11,764","11,141","49,900","52,787","11,442","49,000"
2/7/2020,"25,100","31,617","56,572","17,700","12,084","11,141","49,900","53,144","11,617","49,500"
2/6/2020,"24,600","30,873","56,812","17,550","11,924","11,530","49,900","52,501","11,598","49,400"
2/5/2020,"24,200","31,245","57,052","17,500","11,189","11,186","50,000","50,715","11,016","49,550"
2/4/2020,"23,600","31,245","56,572","17,250","10,549","11,255","50,000","52,144","10,686","48,950"
2/3/2020,"25,000","31,617","57,004","17,300","10,741","11,232","50,000","52,215","10,473","48,400"
1/31/2020,"25,500","31,617","60,696","18,050","10,965","11,026","50,100","53,572","10,473","48,500"
1/30/2020,"26,600","31,096","62,326","18,000","10,965","11,575","50,100","54,144","10,841","49,000"
1/22/2020,"25,800","31,766","62,326","18,250","11,700","12,033","53,400","52,930","11,249","48,000"
1/21/2020,"24,200","31,766","62,326","18,000","11,700","11,827","54,500","52,501","11,229","48,200"
1/20/2020,"24,100","30,501","63,764","18,100","11,764","11,667","54,300","52,501","10,958","48,400"
1/17/2020,"24,500","30,501","63,764","18,000","11,764","11,438","55,000","52,858","11,074","48,500"
1/16/2020,"24,200","30,501","64,243","18,000","11,540","11,575","56,200","51,572","11,113","49,000"
1/15/2020,"23,700","30,501","64,723","18,000","11,508","11,507","56,500","52,858","10,764","48,400"
1/14/2020,"22,700","31,171","64,723","18,000","12,339","11,438","56,600","51,430","10,861","48,500"
1/13/2020,"23,100","31,245","62,709","18,000","12,691","11,095","57,000","50,715","10,822","49,000"
1/10/2020,"23,200","31,617","59,928","18,050","12,595","11,072","56,500","50,715","10,899","48,000"
1/9/2020,"23,200","31,617","58,874","18,200","13,171","10,980","57,000","50,715","10,667","48,200"
1/8/2020,"24,500","31,617","57,771","18,000","13,618","10,729","56,000","50,715","10,356","49,000"
1/7/2020,"24,600","30,501","57,531","18,000","14,002","10,843","56,800","51,072","10,356","48,400"
1/6/2020,"25,000","30,501","58,490","18,000","14,066","10,980","56,600","50,715","10,473","48,500"
1/3/2020,"25,300","30,501","57,244","18,000","14,513","11,049","57,500","50,715","10,686","49,000"
1/2/2020,"25,000","30,501","55,662","18,000","13,938","10,980","57,000","50,715","10,783","48,000"
,,,,,,,,,,
