Date,VGI,SLS,SCS,VGC,FRT,HPG,VIC,RAL,HDB,IMP
5/24/2022,"29,900","115,446","80,578","35,662","65,526","24,012","108,204","114,782","16,235","65,755"
5/23/2022,"28,600","118,186","81,158","34,536","64,145","25,285","103,737","114,871","15,971","64,745"
5/20/2022,"29,600","123,239","78,549","36,694","62,419","25,904","107,012","114,960","16,070","66,122"
5/19/2022,"29,700","122,469","80,627","35,193","63,282","26,076","109,593","114,960","16,037","67,867"
5/18/2022,"30,000","122,469","80,675","32,893","65,296","26,282","102,446","116,386","15,839","67,959"
5/17/2022,"30,200","128,464","80,675","30,782","62,534","26,282","95,795","113,802","15,839","68,418"
5/16/2022,"27,900","131,461","76,878","28,811","58,450","24,975","89,541","113,178","14,849","68,510"
5/13/2022,"26,300","132,660","76,878","30,958","62,822","24,700","96,192","114,604","14,652","68,694"
5/12/2022,"28,600","132,660","79,251","33,285","67,539","26,317","103,339","118,436","15,146","68,785"
5/11/2022,"31,100","128,121","79,014","35,790","72,602","27,968","111,082","120,218","16,004","67,224"
5/10/2022,"30,600","128,035","80,675","36,953","70,761","28,278","115,252","116,565","15,872","67,500"
5/9/2022,"28,500","126,751","80,722","37,624","75,939","27,486","114,061","116,743","15,179","67,500"
5/6/2022,"32,200","125,124","82,478","40,443","81,634","28,759","116,145","123,070","15,872","67,959"
5/5/2022,"34,200","127,436","83,095","43,440","87,732","28,931","118,131","123,872","16,598","68,234"
5/4/2022,"35,500","131,461","83,807","41,785","90,724","28,897","112,274","124,763","16,367","68,326"
4/29/2022,"35,000","136,514","85,325","42,232","90,033","29,791","115,153","124,318","16,697","68,418"
4/28/2022,"31,800","138,655","85,420","41,248","85,891","29,654","115,649","124,407","16,631","67,959"
4/27/2022,"32,500","137,970","84,946","40,801","83,993","29,241","118,131","122,981","16,499","68,694"
4/26/2022,"32,500","139,597","83,237","39,458","83,417","31,181","115,153","123,872","16,169","68,877"
4/25/2022,"35,000","137,456","79,726","39,458","82,612","30,841","115,153","124,763","15,542","70,347"
4/22/2022,"38,200","135,401","82,621","42,411","88,825","33,149","122,399","129,932","16,598","69,336"
4/21/2022,"38,700","134,972","82,905","41,516","95,498","32,808","122,101","129,308","16,433","69,520"
4/20/2022,"40,700","133,431","83,997","40,264","96,707","32,695","123,392","134,477","16,994","68,969"
4/19/2022,"42,100","133,431","84,281","42,948","97,685","32,771","119,620","136,348","17,093","68,877"
4/18/2022,"42,000","134,202","83,997","46,169","92,910","32,279","123,094","137,774","17,159","68,877"
4/15/2022,"40,200","133,602","83,000","45,811","94,635","33,452","124,087","133,675","17,357","68,785"
4/14/2022,"38,200","133,260","82,383","49,032","95,096","33,981","124,782","126,011","18,017","68,510"
4/13/2022,"37,600","132,574","82,526","49,838","89,170","34,208","125,973","125,209","18,479","72,935"
4/12/2022,"37,500","132,146","80,438","46,616","83,417","34,133","124,484","125,209","18,347","73,228"
4/8/2022,"36,500","132,146","78,302","48,227","84,971","35,117","122,846","124,941","18,644","72,642"
4/7/2022,"38,600","132,317","80,200","51,806","87,444","35,230","124,914","128,150","19,073","73,228"
4/6/2022,"38,000","132,746","81,387","54,043","89,976","35,760","127,230","129,219","19,139","73,326"
4/5/2022,"38,000","133,088","82,098","58,069","88,307","34,890","125,410","129,219","18,974","73,228"
4/4/2022,"35,900","133,516","80,675","59,411","88,020","34,700","124,087","129,219","19,205","73,228"
4/1/2022,"36,200","132,403","77,068","57,175","87,559","34,587","121,191","122,535","19,436","73,326"
3/31/2022,"35,600","134,287","76,689","60,697","86,351","34,133","117,634","122,179","22,680","73,326"
3/30/2022,"35,300","135,229","76,926","56,763","89,746","34,436","119,123","122,535","22,640","73,326"
3/29/2022,"35,100","135,144","75,977","56,201","89,746","34,700","119,123","122,981","22,040","74,304"
3/28/2022,"33,300","135,315","81,198","56,951","88,883","34,738","120,447","125,954","21,920","75,770"
3/25/2022,"32,600","134,459","80,532","55,265","89,458","35,117","121,109","127,442","22,360","75,575"
3/24/2022,"32,700","136,086","80,634","54,234","86,294","35,117","121,274","122,791","22,480","76,552"
3/23/2022,"32,700","136,171","81,506","50,769","85,719","35,419","121,605","122,884","22,400","76,552"
3/22/2022,"32,900","136,171","80,019","48,708","82,267","35,495","122,846","122,326","22,640","76,748"
3/21/2022,"33,200","137,456","80,480","48,052","84,625","35,457","119,950","121,861","22,640","77,041"
3/18/2022,"32,800","137,884","80,480","47,677","83,302","35,192","113,084","121,861","22,080","77,041"
3/17/2022,"32,400","136,600","80,275","47,396","83,878","34,776","114,160","121,861","22,000","79,681"
3/16/2022,"32,200","139,169","81,045","46,413","78,470","34,965","116,228","122,605","21,720","76,748"
3/15/2022,"32,200","131,889","79,967","47,396","73,350","34,927","116,724","121,489","21,760","78,019"
3/14/2022,"33,000","130,605","80,019","46,319","71,796","34,663","112,588","121,024","21,680","77,725"
3/11/2022,"34,200","126,751","80,532","47,771","74,040","36,025","117,882","122,884","21,840","78,117"
3/10/2022,"33,700","126,922","80,634","49,926","73,752","37,198","124,087","123,070","21,560","77,725"
3/9/2022,"33,800","123,239","80,788","49,551","68,978","37,728","128,637","123,349","21,600","77,628"
3/8/2022,"32,500","123,753","81,045","50,394","69,553","37,425","131,366","124,652","21,880","80,170"
3/7/2022,"32,000","123,325","81,711","51,237","74,788","38,674","130,870","124,652","21,920","78,605"
3/4/2022,"31,500","126,579","82,583","50,113","74,788","37,690","133,435","122,419","22,400","80,170"
3/3/2022,"31,300","125,809","82,070","49,926","73,292","37,917","131,615","125,117","22,600","82,027"
3/2/2022,"31,700","126,408","83,507","48,895","73,062","35,495","129,877","126,791","21,880","77,334"
3/1/2022,"31,900","126,751","83,609","50,488","71,336","35,495","129,464","129,303","22,840","78,605"
2/28/2022,"31,800","126,751","84,071","49,176","70,358","35,722","129,050","128,094","23,040","84,471"
2/25/2022,"31,400","127,350","82,891","50,207","71,912","34,738","130,705","130,884","23,400","80,072"
2/24/2022,"32,300","125,894","82,070","49,645","71,739","34,814","131,946","130,233","23,040","76,846"
2/23/2022,"32,200","126,665","83,609","51,518","67,079","35,344","130,043","131,163","23,720","78,019"
2/22/2022,"32,800","126,665","83,917","51,518","66,734","35,117","130,291","128,373","23,640","75,281"
2/21/2022,"32,900","126,751","84,738","52,642","62,419","35,306","132,607","129,117","23,680","75,672"
2/18/2022,"32,000","124,952","82,891","52,923","58,967","35,609","135,089","128,373","23,600","74,988"
2/17/2022,"31,800","124,010","84,686","51,050","55,113","35,192","134,841","128,094","23,800","75,281"
2/16/2022,"32,100","124,181","85,097","51,143","54,193","34,814","130,787","128,373","23,400","74,792"
2/15/2022,"32,000","123,668","84,686","50,207","56,494","34,814","132,773","129,117","23,600","75,281"
2/14/2022,"31,800","121,270","84,071","50,300","56,436","34,965","125,410","126,047","23,360","74,890"
2/11/2022,"32,000","120,756","84,379","51,050","56,954","35,684","123,921","127,442","24,960","75,281"
2/10/2022,"32,500","122,469","84,122","51,331","55,803","35,571","123,756","125,489","25,200","74,597"
2/9/2022,"32,500","120,756","84,122","49,645","55,113","35,798","121,274","126,047","25,280","74,890"
2/8/2022,"31,000","123,753","84,379","48,521","54,077","34,473","120,364","122,140","25,120","74,597"
2/7/2022,"30,000","135,658","83,609","46,741","53,962","32,581","122,349","120,931","24,880","74,304"
1/28/2022,"29,800","135,829","81,814","45,336","50,453","31,938","118,296","119,349","24,720","75,184"
1/27/2022,"29,700","135,315","81,865","44,774","47,749","31,900","117,469","119,908","24,640","74,499"
1/26/2022,"29,600","136,257","80,173","46,553","46,369","32,884","121,605","120,094","24,560","74,401"
1/25/2022,"29,400","135,572","79,301","46,366","46,369","32,733","126,568","119,070","24,040","74,597"
1/24/2022,"30,500","135,829","81,045","43,556","45,851","30,803","118,296","119,070","23,200","74,597"
1/21/2022,"30,400","135,743","79,762","46,647","47,749","32,771","124,914","121,675","23,360","74,401"
1/20/2022,"29,400","135,315","80,070","48,146","47,749","33,300","123,425","116,373","23,120","76,063"
1/19/2022,"30,000","134,544","79,865","45,055","47,519","32,922","122,019","115,908","23,160","75,281"
1/18/2022,"30,300","132,917","80,429","44,493","44,873","33,300","117,551","116,559","23,640","74,401"
1/17/2022,"31,300","134,715","80,019","45,757","47,116","33,830","117,469","118,047","23,200","74,304"
1/14/2022,"31,700","134,801","80,532","49,176","50,626","35,003","119,785","120,001","24,480","74,499"
1/13/2022,"31,400","135,144","80,532","48,239","47,749","35,344","119,785","120,187","24,640","74,401"
1/12/2022,"31,800","134,030","80,686","50,581","46,369","34,965","119,868","119,535","24,760","75,770"
1/11/2022,"32,200","134,030","80,737","51,518","45,908","34,133","119,868","122,791","23,440","75,281"
1/10/2022,"32,500","134,030","80,532","52,267","49,360","34,549","126,568","124,187","23,680","74,010"
1/7/2022,"32,800","133,602","78,890","55,265","51,086","34,663","127,396","124,187","24,240","73,521"
1/6/2022,"33,000","129,748","79,454","53,204","50,338","34,890","127,230","123,815","24,400","75,966"
1/5/2022,"33,400","128,464","77,454","52,455","54,077","35,419","133,186","125,954","24,400","75,868"
1/4/2022,"32,700","128,464","78,890","53,298","54,653","35,382","140,632","125,396","24,880","75,868"
12/31/2021,"31,800","129,320","82,070","49,832","57,644","35,117","141,459","125,582","24,680","75,770"
12/30/2021,"31,800","129,834","78,429","49,645","60,118","34,587","141,872","125,954","24,480","75,770"
12/29/2021,"31,900","129,834","77,916","47,396","59,830","34,663","142,286","128,373","24,480","74,792"
12/28/2021,"32,400","130,947","78,326","49,645","58,105","34,663","141,872","132,094","24,400","74,499"
12/27/2021,"31,500","131,033","78,480","49,926","56,379","34,738","139,804","129,836","23,000","75,281"
12/24/2021,"31,600","130,947","78,480","50,113","54,135","34,852","141,459","126,198","22,960","75,281"
12/23/2021,"32,300","131,632","77,967","50,488","50,626","34,019","141,459","123,059","21,480","74,401"
12/22/2021,"32,500","131,889","77,967","50,675","50,338","34,133","140,632","127,696","22,320","73,424"
12/21/2021,"32,700","131,290","78,634","54,141","49,878","34,890","137,819","129,408","23,520","72,446"
12/20/2021,"32,600","130,947","77,762","54,984","50,165","35,495","134,014","129,123","23,680","70,979"
12/17/2021,"32,400","130,776","80,019","57,606","46,886","35,344","130,291","128,195","23,600","71,468"
12/16/2021,"32,500","130,433","79,506","56,108","43,837","35,949","132,359","126,198","23,760","71,371"
12/15/2021,"33,100","126,751","78,480","52,455","44,298","36,176","133,186","126,269","24,040","70,882"
12/14/2021,"33,400","131,718","76,736","54,141","44,010","36,101","129,877","125,984","23,680","72,544"
12/13/2021,"32,800","131,889","76,633","54,515","43,550","35,230","129,050","126,269","24,040","72,348"
12/10/2021,"32,500","132,317","74,376","50,956","41,306","35,192","127,148","127,339","24,560","70,979"
12/9/2021,"32,200","134,030","74,376","47,677","39,580","35,646","127,396","127,625","24,600","72,348"
12/8/2021,"32,400","134,459","74,171","47,771","36,991","35,722","124,997","128,409","24,240","73,228"
12/7/2021,"31,900","134,030","75,864","48,614","35,726","36,025","125,658","127,125","24,000","73,228"
12/6/2021,"33,400","134,630","74,376","47,677","34,518","34,625","124,914","124,914","23,280","73,326"
12/3/2021,"34,900","134,887","75,915","47,771","35,668","36,101","124,914","129,693","24,800","73,326"
12/2/2021,"34,800","134,287","77,095","47,771","36,243","36,782","125,741","130,407","25,200","72,153"
12/1/2021,"34,700","134,887","79,506","48,802","35,380","37,084","124,004","130,763","25,600","72,348"
11/30/2021,"33,900","137,799","80,275","50,300","33,367","37,047","123,425","130,478","24,400","73,619"
11/29/2021,"34,400","137,799","81,147","47,022","32,964","36,630","126,155","130,193","25,200","73,619"
11/26/2021,"34,900","134,287","75,864","44,024","33,482","37,122","130,291","132,690","25,080","73,619"
11/25/2021,"34,600","132,917","75,454","46,366","34,172","37,274","130,291","132,690","26,000","73,619"
11/24/2021,"34,600","135,315","75,915","44,493","33,885","36,820","129,877","131,477","26,800","73,717"
11/23/2021,"33,600","133,859","76,377","42,245","33,942","37,501","129,464","128,409","25,440","73,326"
11/22/2021,"36,300","137,456","73,863","45,242","32,159","36,820","124,004","130,407","25,840","73,326"
11/19/2021,"37,400","139,597","73,863","48,614","33,942","36,328","121,936","132,761","24,160","74,206"
11/18/2021,"37,700","139,340","75,402","48,802","34,805","37,803","122,432","133,046","22,600","72,348"
11/17/2021,"36,700","141,310","75,300","48,708","34,978","38,901","124,500","133,902","22,240","72,153"
11/16/2021,"37,200","134,972","75,300","48,521","33,367","39,355","125,741","134,116","22,320","71,566"
11/15/2021,"36,400","131,547","74,889","47,771","34,057","40,566","127,396","133,046","23,080","71,859"
11/12/2021,"36,600","131,033","74,325","44,680","33,540","41,323","123,756","134,402","22,400","71,664"
11/11/2021,"37,300","131,547","74,325","44,961","31,353","40,869","121,522","134,830","22,160","71,664"
11/10/2021,"37,600","130,605","74,633","45,710","31,526","41,852","122,184","135,186","22,400","72,250"
11/9/2021,"37,700","133,003","74,787","44,024","31,181","42,761","122,267","135,472","22,160","72,935"
11/8/2021,"37,700","134,801","73,453","42,994","31,526","42,988","125,741","135,472","21,600","72,935"
11/5/2021,"37,900","135,229","72,581","40,184","31,929","42,836","122,267","137,327","21,360","73,326"
11/4/2021,"37,500","137,799","71,760","37,561","31,296","42,609","122,349","133,403","21,640","73,228"
11/3/2021,"38,800","128,464","71,042","36,531","30,260","42,079","120,364","133,974","21,760","71,566"
11/2/2021,"38,700","132,746","70,170","39,247","32,447","42,004","120,364","134,045","20,480","70,979"
11/1/2021,"39,000","136,171","68,991","38,451","31,584","42,155","120,364","136,257","20,240","72,348"
10/29/2021,"38,100","138,484","68,734","38,685","29,973","43,215","124,831","139,823","20,200","72,348"
10/28/2021,"37,500","138,655","68,580","37,046","29,858","43,896","125,493","142,606","20,440","72,348"
10/27/2021,"37,400","140,882","68,683","35,032","29,397","43,820","121,440","142,534","20,160","72,348"
10/26/2021,"36,900","142,680","68,683","34,376","27,528","42,609","115,483","139,681","19,760","71,859"
10/25/2021,"37,500","143,023","68,631","33,908","27,211","41,701","116,145","139,752","19,600","71,859"
10/22/2021,"37,800","143,023","68,580","34,470","27,441","42,912","115,897","140,251","19,640","70,979"
10/21/2021,"38,300","142,595","68,580","32,222","27,269","43,290","115,980","140,894","19,680","71,371"
10/20/2021,"38,600","143,023","68,785","31,847","26,463","43,063","118,379","141,250","20,040","71,371"
10/19/2021,"38,600","142,595","69,093","31,941","27,010","43,290","116,641","144,746","20,360","71,371"
10/18/2021,"38,200","143,023","69,298","32,035","27,154","43,820","118,296","147,599","20,560","71,273"
10/15/2021,"37,900","142,042","69,452","32,128","27,441","43,366","116,641","149,811","20,520","71,371"
10/14/2021,"38,000","142,206","69,247","32,409","27,039","42,988","117,551","147,599","20,760","71,371"
10/13/2021,"36,200","139,754","69,042","32,082","26,981","42,988","118,379","147,671","20,560","70,784"
10/12/2021,"36,700","139,754","68,631","32,550","27,355","43,139","120,364","149,525","20,440","70,686"
10/11/2021,"36,600","140,898","68,580","32,503","27,211","43,290","121,605","151,095","20,520","70,686"
10/8/2021,"37,000","140,898","68,478","32,690","27,614","42,155","120,364","149,454","19,480","70,491"
10/7/2021,"36,100","140,571","68,478","33,346","27,902","42,079","117,221","149,169","19,280","70,393"
10/6/2021,"36,100","137,302","68,939","32,784","27,355","42,458","117,634","150,453","19,400","70,588"
10/5/2021,"35,500","138,201","68,939","32,456","27,010","41,852","116,807","150,524","19,600","70,002"
10/4/2021,"34,300","141,552","69,298","30,911","27,039","42,004","116,807","151,238","19,280","69,220"
10/1/2021,"34,300","146,292","69,247","31,285","27,355","40,414","115,814","150,524","19,880","68,633"
9/30/2021,"34,200","144,004","70,016","31,520","27,355","40,036","117,965","144,746","20,320","68,926"
9/29/2021,"33,900","143,431","69,657","30,770","26,118","40,339","116,641","143,390","20,320","69,122"
9/28/2021,"33,500","141,797","69,247","30,723","25,888","39,809","112,505","140,180","20,360","69,904"
9/27/2021,"34,100","132,889","69,247","30,255","25,313","38,447","111,678","140,608","20,400","69,024"
9/24/2021,"35,000","132,398","70,786","32,409","25,313","38,447","117,800","141,250","20,400","69,220"
9/23/2021,"35,200","129,538","70,786","32,831","26,205","38,598","119,950","142,677","20,320","68,633"
9/22/2021,"34,700","128,312","70,786","32,222","26,406","38,522","121,605","144,817","20,360","70,979"
9/21/2021,"35,400","132,398","70,683","31,520","26,722","38,447","118,710","145,459","20,440","72,446"
9/20/2021,"36,300","132,398","70,632","32,035","25,888","38,825","118,296","146,815","20,560","75,281"
9/17/2021,"35,500","127,495","72,273","32,128","27,039","39,204","120,778","142,677","20,360","71,664"
9/16/2021,"35,800","125,206","72,171","31,941","26,348","38,825","123,921","139,823","20,080","67,069"
9/15/2021,"36,000","125,125","72,171","32,175","26,291","39,052","119,868","138,753","19,800","66,678"
9/14/2021,"34,400","127,495","72,273","31,988","26,233","38,068","112,092","139,110","19,840","66,580"
9/13/2021,"34,800","128,312","72,273","31,847","25,140","38,447","108,038","139,395","20,160","67,558"
9/10/2021,"32,600","129,946","72,222","33,721","23,501","38,976","107,542","133,760","20,720","67,558"
9/9/2021,"31,800","125,860","72,068","34,189","23,558","39,279","108,369","129,123","21,120","69,024"
9/8/2021,"32,300","124,389","70,786","33,533","22,954","38,825","105,887","126,269","21,400","69,024"
9/7/2021,"32,700","124,226","70,170","33,440","23,587","38,371","107,376","126,626","21,360","67,949"
9/6/2021,"31,200","123,408","69,709","35,594","24,651","38,749","108,452","128,267","21,080","67,655"
9/1/2021,"31,300","124,144","70,837","34,564","24,335","37,236","110,272","123,416","20,520","67,167"
8/31/2021,"31,000","122,591","71,607","33,533","23,702","37,311","111,678","124,129","20,760","68,144"
8/30/2021,"30,300","128,312","72,068","33,533","23,817","36,857","109,693","124,771","21,360","68,926"
8/27/2021,"29,500","121,610","71,555","31,988","23,529","36,025","112,423","122,131","21,200","68,926"
8/26/2021,"29,300","114,418","70,786","31,707","22,724","36,101","110,851","121,989","21,480","69,806"
8/25/2021,"29,500","115,236","70,786","31,847","22,436","36,630","111,678","120,633","21,632","69,317"
8/24/2021,"29,800","110,250","70,786","31,473","22,667","36,138","106,301","122,702","21,568","69,513"
8/23/2021,"31,200","110,005","71,812","32,737","21,746","35,949","105,060","122,488","21,504","70,100"
8/20/2021,"33,200","111,558","72,530","33,674","22,983","37,084","110,685","125,984","22,080","69,513"
8/19/2021,"33,100","106,082","71,812","31,473","24,507","38,522","112,753","127,339","23,040","69,415"
8/18/2021,"33,500","106,164","73,043","31,192","24,738","38,144","111,264","126,126","22,784","70,882"
8/17/2021,"32,800","102,976","72,325","31,426","24,968","38,144","109,610","124,842","22,880","70,393"
8/16/2021,"32,300","102,813","72,068","32,925","24,162","37,425","110,437","124,842","22,880","70,393"
8/13/2021,"32,500","102,159","71,196","31,847","24,162","36,820","110,437","126,768","22,240","70,393"
8/12/2021,"32,700","100,933","70,478","31,988","23,472","36,630","110,851","127,411","22,432","70,784"
8/11/2021,"31,800","99,707","71,299","31,613","23,875","37,047","113,002","129,551","22,688","69,513"
8/10/2021,"31,400","99,626","71,094","31,379","23,472","37,387","114,573","125,556","22,752","70,002"
8/9/2021,"30,500","99,953","71,607","29,880","22,609","37,614","116,641","120,562","22,720","71,273"
8/6/2021,"30,800","99,953","69,811","27,960","22,379","36,630","111,264","120,919","22,400","71,273"
8/5/2021,"30,900","100,034","71,042","28,101","21,487","36,933","111,678","120,990","22,720","71,859"
8/4/2021,"31,100","99,217","70,170","28,475","21,660","35,949","112,505","120,134","22,432","70,784"
8/3/2021,"31,400","99,299","70,170","28,756","21,804","35,760","113,994","120,205","22,336","71,371"
8/2/2021,"30,000","102,731","69,709","28,663","21,746","35,760","112,671","121,632","21,888","71,371"
7/30/2021,"30,200","100,443","69,298","28,522","21,545","35,798","110,851","123,416","21,568","68,829"
7/29/2021,"30,400","100,116","69,298","28,663","21,545","35,646","105,639","123,344","21,376","68,633"
7/28/2021,"29,500","99,707","69,657","28,429","20,135","35,344","102,992","123,630","21,056","73,130"
7/27/2021,"28,300","99,707","69,709","28,194","20,797","34,965","103,819","122,203","20,800","73,130"
7/26/2021,"28,300","99,707","68,991","27,867","20,797","34,511","100,179","119,849","20,800","73,130"
7/23/2021,"28,600","99,707","69,196","27,960","19,445","34,663","98,442","120,205","20,704","73,326"
7/22/2021,"28,000","99,544","69,196","28,194","19,272","35,722","101,668","122,988","20,736","70,882"
7/21/2021,"28,300","96,602","68,734","28,101","18,496","35,382","100,924","123,059","20,608","74,792"
7/20/2021,"27,700","100,361","68,888","27,492","17,460","35,798","101,751","119,207","21,376","77,725"
7/19/2021,"29,300","99,707","67,913","27,445","17,662","33,527","98,773","117,566","20,416","78,019"
7/16/2021,"28,200","99,789","68,221","27,960","17,489","35,382","99,683","120,562","21,408","77,628"
7/15/2021,"28,000","98,073","67,349","27,632","16,971","35,192","95,133","121,989","21,248","77,725"
7/14/2021,"28,000","103,467","67,195","27,539","16,971","34,057","96,126","121,275","20,896","78,703"
7/13/2021,"27,100","102,813","67,195","26,602","17,805","34,436","95,133","122,702","21,728","78,703"
7/12/2021,"29,300","101,751","67,195","26,508","17,345","34,019","99,187","122,702","21,632","77,237"
7/9/2021,"30,400","103,549","68,785","27,632","16,741","35,798","96,705","131,263","22,400","76,748"
7/8/2021,"30,800","104,121","69,350","27,258","16,626","37,084","99,104","135,900","23,008","76,748"
7/7/2021,"30,400","104,121","69,247","27,258","16,827","37,766","95,960","136,257","23,360","76,940"
7/6/2021,"31,000","105,020","69,657","27,164","15,734","36,328","90,170","138,111","22,400","77,899"
7/5/2021,"32,000","105,592","69,760","27,773","16,914","38,749","92,321","141,964","23,936","76,748"
7/2/2021,"32,500","105,347","69,863","28,007","15,821","39,582","94,223","144,104","23,808","73,678"
7/1/2021,"32,600","109,515","70,683","27,726","15,849","39,960","93,892","141,250","23,328","72,910"
6/30/2021,"33,000","111,394","70,529","28,101","15,590","38,976","91,369","144,532","22,720","72,910"
6/29/2021,"33,300","114,337","71,299","28,101","15,821","39,204","88,991","146,529","22,976","70,512"
6/28/2021,"32,600","115,236","70,940","28,288","15,907","39,658","89,319","145,745","23,040","72,910"
6/25/2021,"33,400","110,087","70,296","28,101","15,475","38,371","87,268","139,752","22,592","72,431"
6/24/2021,"34,400","103,630","70,494","28,054","15,332","38,295","87,350","141,179","21,920","72,431"
6/23/2021,"34,800","102,976","69,257","28,101","15,648","38,901","87,596","141,964","21,920","72,431"
6/22/2021,"34,900","102,650","70,296","28,288","16,051","39,128","88,991","144,104","21,984","70,512"
6/21/2021,"35,700","101,260","70,346","28,288","16,108","38,749","89,155","138,967","21,536","70,320"
6/18/2021,"34,600","102,404","68,266","28,569","16,453","39,431","87,350","137,683","21,920","69,745"
6/17/2021,"33,800","101,996","68,019","27,351","15,993","38,901","84,480","138,611","21,504","69,745"
6/16/2021,"34,600","99,054","66,831","27,164","15,763","39,204","85,464","138,611","21,632","69,745"
6/15/2021,"35,000","103,957","65,989","27,445","16,108","40,263","87,350","141,964","22,240","69,553"
6/14/2021,"34,600","105,347","66,385","26,696","15,590","40,566","87,678","142,677","21,824","69,649"
6/11/2021,"33,600","103,794","67,078","26,508","15,073","40,187","86,940","144,817","22,048","69,553"
6/10/2021,"33,600","101,342","66,831","26,227","14,843","39,052","84,562","141,821","20,928","69,553"
6/9/2021,"33,600","98,073","65,098","27,117","14,843","38,068","85,710","144,460","21,376","69,553"
6/8/2021,"34,100","95,784","64,851","27,913","14,900","37,841","85,300","141,607","20,672","68,210"
6/7/2021,"33,800","95,212","64,504","28,569","14,900","39,885","85,710","151,951","22,176","69,073"
6/4/2021,"33,800","95,212","63,960","28,991","14,958","41,247","88,006","163,365","22,688","68,114"
6/3/2021,"33,400","96,602","63,861","29,037","14,785","41,096","86,120","161,938","22,912","69,745"
6/2/2021,"30,700","97,991","64,356","27,913","14,411","40,869","86,694","160,512","21,760","69,840"
6/1/2021,"30,900","97,991","64,999","27,164","14,152","42,004","87,760","159,584","21,952","70,032"
5/31/2021,"30,700","97,256","65,989","27,960","14,325","39,885","90,303","161,938","21,632","70,032"
5/28/2021,"30,800","99,707","68,019","27,351","14,440","37,409","92,271","161,867","21,024","69,553"
5/27/2021,"30,900","99,789","69,801","26,227","14,440","37,242","90,221","159,013","20,480","69,649"
5/26/2021,"31,600","99,953","65,247","27,258","14,814","37,800","93,174","161,225","20,992","69,553"
5/25/2021,"31,500","100,116","64,752","28,007","14,958","37,577","93,174","161,225","20,800","69,649"
5/24/2021,"31,300","99,707","64,455","28,569","14,871","36,462","91,861","161,938","20,320","69,553"
5/21/2021,"29,400","104,693","63,910","28,101","14,843","36,573","91,779","165,505","20,416","69,553"
5/20/2021,"30,500","104,611","63,118","28,552","13,980","37,131","93,174","166,147","20,480","69,649"
5/19/2021,"30,700","100,443","64,257","29,456","14,469","36,852","88,581","170,499","20,128","69,553"
5/18/2021,"31,300","99,707","64,257","29,727","14,900","35,347","86,202","171,212","19,584","69,073"
5/17/2021,"32,300","100,361","62,722","29,817","15,274","34,510","85,464","172,568","19,936","68,401"
5/14/2021,"32,400","100,525","63,366","29,817","15,504","34,232","88,663","165,505","19,968","68,210"
5/13/2021,"32,800","99,054","62,821","29,817","15,447","34,287","84,480","159,727","19,392","68,114"
5/12/2021,"32,700","100,443","62,870","29,817","15,706","34,956","85,300","161,154","19,328","69,553"
5/11/2021,"32,200","100,525","62,326","29,817","15,533","34,566","83,249","159,798","19,200","69,073"
5/10/2021,"33,000","100,933","62,375","29,908","17,767","35,124","83,331","156,945","19,712","68,114"
5/7/2021,"34,300","102,568","62,524","30,540","18,067","33,897","77,918","159,941","19,200","69,073"
5/6/2021,"33,300","104,529","62,821","31,037","18,400","33,117","78,410","160,512","18,432","69,073"
5/5/2021,"30,800","102,241","62,870","31,082","18,700","33,061","78,738","160,797","18,592","69,073"
5/4/2021,"32,000","113,601","62,375","31,534","17,933","33,340","78,656","163,365","17,408","69,745"
4/29/2021,"32,600","115,072","62,276","32,709","18,000","32,392","80,379","163,222","17,440","69,649"
4/28/2021,"33,700","104,611","62,227","32,212","18,167","31,221","81,199","160,512","17,184","69,649"
4/27/2021,"34,000","104,529","62,326","30,134","17,867","31,388","80,379","159,798","17,152","70,032"
4/26/2021,"34,500","103,794","62,375","30,179","17,867","30,719","77,918","161,225","16,960","70,032"
4/23/2021,"33,600","102,976","62,375","30,269","18,867","31,444","82,019","167,645","17,216","70,992"
4/22/2021,"35,800","105,428","62,375","29,908","18,667","30,663","80,543","169,786","16,832","69,265"
4/20/2021,"36,200","105,428","63,366","29,998","19,600","31,890","86,530","169,786","17,408","70,512"
4/19/2021,"37,200","103,549","63,613","29,817","19,533","32,224","87,842","170,856","17,472","70,512"
4/16/2021,"37,800","103,712","63,613","29,817","19,100","30,440","82,101","159,727","17,056","70,704"
4/15/2021,"38,500","101,260","64,356","30,495","19,867","30,385","82,019","162,224","17,504","71,088"
4/14/2021,"38,100","101,342","64,108","31,218","20,467","29,548","82,593","164,079","17,856","70,416"
4/13/2021,"39,300","104,202","64,801","31,625","20,333","27,932","77,262","160,440","17,696","69,745"
4/12/2021,"39,500","103,794","63,861","31,715","21,267","28,545","75,375","162,295","17,856","69,649"
4/9/2021,"39,800","102,159","63,366","31,625","21,533","27,625","75,539","157,003","17,920","69,745"
4/8/2021,"39,400","100,525","64,801","32,167","21,667","27,513","76,278","153,404","17,952","69,840"
4/7/2021,"39,800","99,707","64,801","32,528","21,667","27,569","76,934","153,475","17,760","70,032"
4/6/2021,"40,300","99,707","64,851","31,625","20,900","27,541","75,375","153,898","17,664","69,553"
4/5/2021,"40,500","99,626","64,851","32,890","20,600","27,486","76,278","155,027","17,696","69,553"
4/2/2021,"40,300","99,299","65,346","31,805","20,600","27,346","76,032","155,944","17,440","69,169"
