Date,CMG,FPT,VGI,ELC,TTN
12/5/2023,"38,250","94,800","26,400","18,321","7,114"
12/4/2023,"38,142","93,600","26,100","18,357","7,114"
12/1/2023,"38,457","92,400","25,800","18,393","7,209"
11/30/2023,"38,536","91,900","25,900","18,643","7,019"
11/29/2023,"38,575","91,700","26,200","18,321","7,019"
11/28/2023,"38,418","91,100","26,000","18,607","7,019"
11/27/2023,"38,378","90,700","26,100","18,714","7,114"
11/24/2023,"38,457","91,200","26,600","18,429","7,019"
11/23/2023,"37,866","90,800","26,000","18,143","7,019"
11/22/2023,"38,969","93,000","26,900","19,500","7,114"
11/21/2023,"39,009","91,900","26,900","18,857","7,114"
11/20/2023,"37,275","90,700","26,800","18,821","7,209"
11/17/2023,"37,393","91,000","27,000","17,857","7,209"
11/16/2023,"37,432","93,000","27,400","17,821","7,209"
11/15/2023,"37,275","92,400","26,200","16,679","6,924"
11/14/2023,"37,354","92,600","26,200","16,679","6,924"
11/13/2023,"36,447","91,400","26,000","16,643","6,924"
11/10/2023,"36,605","91,500","25,700","16,929","7,019"
11/9/2023,"36,802","92,500","26,700","17,143","7,019"
11/8/2023,"36,644","92,600","26,200","17,143","7,019"
11/7/2023,"36,250","88,300","24,900","16,714","7,019"
11/6/2023,"35,462","88,500","25,600","16,679","6,924"
11/3/2023,"35,265","87,000","25,000","16,429","6,829"
11/2/2023,"35,029","89,000","25,200","16,071","6,924"
11/1/2023,"34,280","85,400","24,300","15,036","6,829"
10/31/2023,"34,280","83,000","24,700","14,071","6,735"
10/30/2023,"35,265","85,000","26,300","14,071","6,829"
10/27/2023,"35,384","87,000","27,200","15,107","6,829"
10/26/2023,"34,714","86,800","27,700","15,107","6,924"
10/25/2023,"36,723","90,900","29,000","16,214","7,209"
10/24/2023,"36,250","92,000","28,000","16,393","7,304"
10/23/2023,"37,038","91,000","28,000","16,357","7,114"
10/20/2023,"37,590","92,900","28,800","16,786","7,304"
10/19/2023,"37,748","92,000","28,400","16,571","7,209"
10/18/2023,"37,748","93,000","29,000","16,929","7,304"
10/17/2023,"38,221","93,100","28,300","17,036","7,399"
10/16/2023,"38,221","96,800","29,600","18,286","7,399"
10/13/2023,"39,363","96,100","29,000","17,929","7,209"
10/12/2023,"39,718","96,400","27,200","18,000","7,209"
10/11/2023,"38,615","97,000","26,000","17,536","7,209"
10/10/2023,"38,496","96,300","25,500","16,393","7,304"
10/9/2023,"37,984","95,600","23,900","16,250","7,114"
10/6/2023,"37,432","92,700","23,200","16,357","7,114"
10/5/2023,"37,196","91,600","22,800","16,250","7,114"
10/4/2023,"37,432","92,500","22,800","16,286","7,399"
10/3/2023,"37,117","92,200","23,100","16,286","7,493"
10/2/2023,"37,669","93,200","23,200","16,714","7,493"
9/29/2023,"37,669","92,800","23,100","16,607","7,493"
9/28/2023,"37,826","94,000","23,400","16,500","7,493"
9/27/2023,"38,457","94,300","23,400","16,643","7,588"
9/26/2023,"37,905","93,500","23,100","15,964","7,493"
9/25/2023,"38,299","94,300","23,400","15,929","7,588"
9/22/2023,"38,615","96,700","23,800","16,571","7,683"
9/21/2023,"38,457","96,800","24,700","17,036","7,778"
9/20/2023,"38,536","98,500","24,700","17,214","7,873"
9/19/2023,"38,969","98,400","24,300","17,143","7,778"
9/18/2023,"38,457","96,900","23,700","17,143","7,873"
9/15/2023,"39,245","97,500","24,200","17,464","7,968"
9/14/2023,"39,009","95,900","24,400","17,821","7,873"
9/13/2023,"39,245","98,000","24,800","17,964","7,873"
9/12/2023,"39,875","98,900","24,900","17,429","7,968"
9/11/2023,"39,481","97,400","24,600","17,179","7,968"
9/8/2023,"39,797","97,600","25,000","17,179","8,062"
9/7/2023,"39,481","97,900","25,200","16,714","8,062"
9/6/2023,"39,954","99,000","25,400","17,357","8,157"
9/5/2023,"40,033","96,800","25,000","17,786","8,062"
8/31/2023,"39,875","96,700","24,800","18,036","7,968"
8/30/2023,"39,797","96,600","24,700","17,643","7,873"
8/29/2023,"39,718","93,600","24,200","17,214","7,873"
8/28/2023,"39,560","94,000","24,700","17,500","7,873"
8/25/2023,"39,324","90,600","24,200","17,250","7,873"
8/24/2023,"39,009","90,000","24,000","17,786","7,873"
8/23/2023,"38,575","85,500","23,500","17,714","7,873"
8/22/2023,"38,851","85,500","23,700","16,821","7,778"
8/21/2023,"38,221","84,907","24,000","15,750","7,873"
8/18/2023,"37,826","84,512","23,900","15,143","7,588"
8/17/2023,"38,221","85,006","25,900","15,036","8,442"
8/16/2023,"38,654","84,116","26,200","15,036","8,442"
8/15/2023,"38,575","83,029","25,100","14,929","8,632"
8/14/2023,"38,457","81,645","25,300","14,857","8,821"
8/11/2023,"38,615","81,052","25,100","14,679","8,347"
8/10/2023,"38,536","81,250","24,900","14,286","8,442"
8/9/2023,"38,615","82,139","25,500","14,643","8,442"
8/8/2023,"38,772","83,227","25,500","14,000","8,062"
8/7/2023,"38,930","83,523","25,300","13,500","8,157"
8/4/2023,"38,772","82,337","25,200","13,714","8,157"
8/3/2023,"38,615","82,732","25,000","12,857","8,062"
8/2/2023,"39,009","82,535","25,400","12,500","8,252"
8/1/2023,"38,654","83,523","26,100","12,286","8,347"
7/31/2023,"38,654","84,610","26,400","11,821","8,347"
7/28/2023,"38,063","83,424","26,400","11,071","8,347"
7/27/2023,"37,669","82,732","26,300","10,786","8,062"
7/26/2023,"37,196","81,744","26,100","10,679","8,157"
7/25/2023,"37,354","80,360","26,600","10,893","8,157"
7/24/2023,"37,708","80,064","26,400","10,893","8,062"
7/21/2023,"37,748","80,064","26,400","10,929","7,968"
7/20/2023,"37,905","79,372","26,100","10,643","7,873"
7/19/2023,"38,181","77,592","25,900","10,714","8,062"
7/18/2023,"38,221","77,790","26,300","10,857","8,062"
7/17/2023,"37,984","78,087","26,300","10,964","7,968"
7/14/2023,"37,826","77,395","26,400","10,964","7,873"
7/13/2023,"37,945","74,924","26,500","10,786","7,873"
7/12/2023,"37,590","74,429","26,600","10,429","7,873"
7/11/2023,"37,235","74,133","25,800","10,536","7,968"
7/10/2023,"36,881","74,429","25,900","10,179","7,873"
7/7/2023,"36,960","74,429","25,600","9,929","7,968"
7/6/2023,"36,881","73,738","24,300","9,929","7,968"
7/5/2023,"36,999","73,935","24,300","9,857","8,157"
7/4/2023,"36,802","74,030","24,100","9,536","8,252"
7/3/2023,"36,566","73,520","24,200","9,500","8,062"
6/30/2023,"36,408","73,179","23,400","9,607","8,157"
6/29/2023,"36,605","73,605","23,600","9,607","8,252"
6/28/2023,"37,038","74,030","24,500","9,821","8,252"
6/27/2023,"37,472","74,285","24,600","9,786","8,252"
6/26/2023,"38,102","73,009","24,600","9,929","8,062"
6/23/2023,"35,699","72,413","23,700","9,643","8,537"
6/22/2023,"35,856","72,754","23,300","9,571","8,252"
6/21/2023,"36,093","73,009","23,200","9,536","8,252"
6/20/2023,"36,250","72,754","22,800","9,429","8,252"
6/19/2023,"35,738","72,073","22,400","9,429","8,252"
6/16/2023,"35,856","71,903","22,600","9,357","8,252"
6/15/2023,"35,462","71,562","22,900","9,536","8,340"
6/14/2023,"35,305","71,648","22,900","9,536","8,516"
6/13/2023,"35,384","71,818","23,400","9,643","8,340"
6/12/2023,"35,856","72,243","23,500","9,643","8,164"
6/9/2023,"35,856","71,988","23,000","9,357","8,164"
6/8/2023,"35,068","71,137","23,000","9,286","8,077"
6/7/2023,"35,856","72,328","23,900","9,643","8,164"
6/6/2023,"36,014","72,584","23,800","10,000","8,252"
6/5/2023,"34,714","72,328","23,800","10,000","8,252"
6/2/2023,"32,468","71,307","23,900","9,893","8,340"
6/1/2023,"32,310","71,052","23,200","9,857","8,340"
5/31/2023,"32,192","71,562","23,300","9,857","8,077"
5/30/2023,"32,310","71,477","23,400","10,000","7,901"
5/29/2023,"32,428","70,712","23,200","10,107","7,901"
5/26/2023,"31,916","70,712","23,200","10,000","7,638"
5/25/2023,"32,074","70,797","22,500","10,036","7,638"
5/24/2023,"32,113","69,180","22,200","10,107","7,550"
5/23/2023,"31,916","69,776","22,300","10,107","7,550"
5/22/2023,"32,153","70,201","22,800","10,071","7,462"
5/19/2023,"32,231","70,456","22,000","10,143","7,550"
5/18/2023,"32,310","70,541","22,000","10,179","7,638"
5/17/2023,"32,310","69,350","21,800","9,893","7,638"
5/16/2023,"32,507","69,350","21,900","9,607","7,550"
5/15/2023,"32,625","68,925","22,100","9,679","7,813"
5/12/2023,"32,625","68,499","22,500","10,071","7,813"
5/11/2023,"32,665","67,308","22,100","10,179","7,725"
5/10/2023,"32,665","67,223","22,400","10,143","7,813"
5/9/2023,"32,665","67,138","22,100","10,143","7,638"
5/8/2023,"32,704","66,797","22,300","10,143","7,638"
5/5/2023,"32,704","66,712","21,300","10,071","7,550"
5/4/2023,"32,744","66,797","21,300","10,071","7,550"
4/28/2023,"32,783","65,946","21,100","9,429","7,638"
4/27/2023,"32,704","66,627","21,000","9,393","7,638"
4/26/2023,"32,625","66,627","20,800","9,464","7,725"
4/25/2023,"32,547","66,712","20,800","9,286","7,638"
4/24/2023,"32,704","67,308","20,900","9,571","7,462"
4/21/2023,"32,822","67,478","20,900","9,679","7,462"
4/20/2023,"32,822","67,563","21,100","9,607","7,550"
4/19/2023,"32,941","67,478","21,000","9,286","7,638"
4/18/2023,"32,941","67,563","21,100","9,214","7,638"
4/17/2023,"32,980","67,733","21,000","9,000","7,638"
4/14/2023,"32,980","67,733","20,900","9,321","7,813"
4/13/2023,"32,980","67,733","21,800","9,571","7,813"
4/12/2023,"32,704","68,329","21,800","9,750","7,813"
4/11/2023,"32,901","68,329","21,200","9,821","7,813"
4/10/2023,"32,783","68,329","21,000","9,857","7,989"
4/7/2023,"32,783","68,499","21,100","9,821","7,901"
4/6/2023,"32,665","68,329","21,300","9,821","7,901"
4/5/2023,"33,019","68,584","21,700","9,821","7,813"
4/4/2023,"31,955","68,499","21,300","9,893","7,813"
4/3/2023,"31,995","68,840","21,500","9,929","7,989"
3/31/2023,"31,443","67,308","21,300","9,750","8,077"
3/30/2023,"31,483","67,308","20,200","9,536","7,725"
3/29/2023,"31,522","67,223","20,100","8,929","7,813"
3/28/2023,"31,837","67,393","20,200","8,821","7,989"
3/27/2023,"31,877","67,308","20,200","9,000","8,077"
3/24/2023,"31,955","66,882","20,000","9,000","7,989"
3/23/2023,"31,916","66,372","20,000","9,071","8,077"
3/22/2023,"31,680","66,797","20,000","9,071","8,077"
3/21/2023,"32,271","66,457","20,100","9,036","8,077"
3/20/2023,"31,758","66,031","19,900","9,000","8,077"
3/17/2023,"32,389","67,223","20,300","9,071","8,428"
3/16/2023,"32,310","67,393","20,400","9,143","8,340"
3/15/2023,"32,547","68,499","20,600","9,179","8,779"
3/14/2023,"31,049","66,967","20,000","8,679","8,603"
3/13/2023,"32,153","67,138","20,300","9,179","8,779"
3/10/2023,"32,310","67,648","20,700","9,214","8,077"
3/9/2023,"31,916","68,584","20,700","9,143","7,989"
3/8/2023,"32,074","67,648","20,500","9,036","7,374"
3/7/2023,"31,798","67,053","20,400","8,929","7,287"
3/6/2023,"31,877","66,542","20,400","8,786","7,287"
3/3/2023,"30,970","66,797","20,300","8,786","7,199"
3/2/2023,"31,877","68,074","20,400","8,857","7,287"
3/1/2023,"32,231","68,499","20,500","9,143","7,287"
2/28/2023,"31,995","68,499","20,100","8,786","7,199"
2/27/2023,"31,443","68,329","20,000","8,357","7,374"
2/24/2023,"31,955","68,754","20,400","8,429","7,550"
2/23/2023,"32,231","69,265","20,900","8,750","7,287"
2/22/2023,"31,522","69,605","20,600","8,857","7,199"
2/21/2023,"33,019","70,456","21,600","9,214","7,199"
2/20/2023,"33,019","70,456","21,800","9,357","7,199"
2/17/2023,"32,507","69,435","21,100","9,000","7,287"
2/16/2023,"32,547","69,435","21,300","8,643","7,287"
2/15/2023,"32,783","69,435","21,000","8,536","7,199"
2/14/2023,"33,019","68,754","20,600","8,393","7,111"
2/13/2023,"33,019","68,669","20,400","8,429","7,111"
2/10/2023,"32,704","68,669","20,800","8,750","7,199"
2/9/2023,"33,059","68,669","21,100","8,786","7,462"
2/8/2023,"33,059","69,095","20,800","8,786","7,374"
2/7/2023,"32,547","68,669","20,800","8,750","7,023"
2/6/2023,"33,492","68,499","20,700","8,929","7,462"
2/3/2023,"33,886","68,159","21,300","8,857","7,023"
