Date,CMG,FPT,VGI,ELC,TTN
2/2/2023,"33,413","69,690","21,300","8,857","7,199"
2/1/2023,"32,783","69,776","21,800","9,036","7,111"
1/31/2023,"33,965","71,052","22,800","9,143","6,935"
1/30/2023,"33,886","71,222","22,600","8,750","6,935"
1/27/2023,"34,280","71,477","23,200","8,357","6,760"
1/19/2023,"32,783","71,392","23,100","8,500","6,584"
1/18/2023,"32,310","70,967","23,100","8,071","6,584"
1/17/2023,"31,916","69,776","22,700","7,571","6,584"
1/16/2023,"31,758","68,754","22,300","7,214","6,584"
1/13/2023,"31,719","68,074","22,400","7,357","6,496"
1/12/2023,"31,916","68,669","21,600","7,571","6,496"
1/11/2023,"32,192","68,840","21,500","7,500","6,584"
1/10/2023,"32,625","68,414","21,400","7,500","6,584"
1/9/2023,"31,522","68,329","21,600","7,357","6,672"
1/6/2023,"32,271","68,329","21,700","7,714","6,672"
1/5/2023,"32,468","68,584","21,800","7,714","6,760"
1/4/2023,"32,389","68,074","21,900","7,250","6,760"
1/3/2023,"32,704","68,074","21,300","7,321","6,848"
12/30/2022,"31,522","65,436","20,000","6,929","6,672"
12/29/2022,"30,655","64,840","19,900","7,179","7,023"
12/28/2022,"29,946","65,266","20,300","7,107","6,935"
12/27/2022,"30,104","65,095","20,600","6,643","7,287"
12/26/2022,"29,079","65,010","19,700","6,429","7,199"
12/23/2022,"30,734","66,372","20,800","6,793","7,023"
12/22/2022,"30,773","65,691","21,000","6,543","6,848"
12/21/2022,"29,985","65,691","20,900","6,121","6,848"
12/20/2022,"30,261","65,181","20,900","6,150","6,848"
12/19/2022,"31,207","65,181","21,600","6,607","6,760"
12/16/2022,"31,207","66,287","22,600","6,643","6,848"
12/15/2022,"31,364","66,117","22,700","6,771","6,760"
12/14/2022,"31,286","64,925","22,900","6,864","7,023"
12/13/2022,"31,561","65,691","20,400","6,857","6,848"
12/12/2022,"31,837","65,521","20,000","6,893","6,848"
12/9/2022,"31,522","66,372","20,400","6,879","7,023"
12/8/2022,"32,153","65,521","20,800","6,786","6,848"
12/7/2022,"31,167","65,095","20,200","6,614","6,935"
12/6/2022,"31,522","64,670","20,300","6,779","6,935"
12/5/2022,"32,468","66,627","21,700","7,286","7,462"
12/2/2022,"33,098","65,861","21,600","7,464","7,638"
12/1/2022,"32,310","63,564","20,500","7,114","7,550"
11/30/2022,"32,468","63,479","21,400","6,793","7,550"
11/29/2022,"31,128","63,223","21,000","6,657","7,462"
11/28/2022,"29,788","63,223","20,900","6,264","7,638"
11/25/2022,"28,843","61,266","19,900","5,857","7,462"
11/24/2022,"28,527","59,990","19,000","5,643","6,848"
11/23/2022,"27,897","59,990","18,500","5,557","6,935"
11/22/2022,"28,330","59,990","19,800","5,714","6,848"
11/21/2022,"28,133","59,650","19,100","5,536","6,848"
11/18/2022,"28,173","60,841","18,900","5,179","7,111"
11/17/2022,"28,212","60,415","19,000","4,857","6,145"
11/16/2022,"27,424","58,969","18,500","4,543","6,233"
11/15/2022,"25,651","56,076","17,500","4,250","6,672"
11/14/2022,"27,582","60,245","20,100","4,507","5,794"
11/11/2022,"27,582","61,947","22,500","4,843","6,145"
11/10/2022,"26,754","62,117","21,200","5,200","6,321"
11/9/2022,"27,897","62,968","23,500","5,586","6,409"
11/8/2022,"26,163","62,373","23,700","5,593","6,321"
11/7/2022,"25,218","61,777","22,600","5,707","6,409"
11/4/2022,"27,030","62,032","24,200","5,936","6,935"
11/3/2022,"29,040","63,053","25,400","6,093","6,935"
11/2/2022,"30,301","62,968","25,900","5,764","7,023"
11/1/2022,"30,340","64,245","25,900","5,800","7,023"
10/31/2022,"30,931","64,330","23,900","5,714","6,935"
10/28/2022,"31,207","63,819","23,900","5,929","7,023"
10/27/2022,"31,325","64,500","23,900","5,957","7,023"
10/26/2022,"31,049","62,798","23,000","5,793","6,935"
10/25/2022,"30,734","62,287","23,100","5,821","7,199"
10/24/2022,"29,946","60,500","22,700","6,214","7,550"
10/21/2022,"31,758","62,883","24,600","6,679","7,901"
10/20/2022,"32,231","66,202","26,900","7,179","8,252"
10/19/2022,"32,231","64,245","27,300","7,429","8,428"
10/18/2022,"31,758","63,734","26,900","7,429","8,340"
10/17/2022,"31,522","62,798","26,600","7,429","8,252"
10/14/2022,"31,837","62,968","26,300","7,607","8,516"
10/13/2022,"33,019","62,117","26,200","7,464","8,164"
10/12/2022,"31,995","61,607","26,300","7,393","8,164"
10/11/2022,"30,419","60,415","25,000","7,393","7,989"
10/10/2022,"32,704","62,968","27,600","7,893","8,428"
10/7/2022,"31,286","62,968","26,800","7,786","8,340"
10/6/2022,"33,610","65,095","29,100","8,357","8,955"
10/5/2022,"35,068","66,712","30,100","8,143","9,218"
10/4/2022,"34,241","65,946","28,800","7,643","9,130"
10/3/2022,"33,571","65,521","29,600","8,000","9,042"
9/30/2022,"36,093","68,499","30,500","8,357","9,481"
9/29/2022,"35,147","65,521","28,900","8,286","9,481"
9/28/2022,"36,566","66,372","28,000","8,429","9,481"
9/27/2022,"38,142","68,499","28,600","8,643","9,657"
9/26/2022,"37,432","69,350","28,300","8,536","9,481"
9/23/2022,"39,875","70,116","29,300","8,929","9,657"
9/22/2022,"40,112","70,541","28,400","8,821","9,745"
9/21/2022,"40,112","70,031","28,000","8,679","9,832"
9/20/2022,"40,979","70,967","28,200","8,679","9,832"
9/19/2022,"40,585","70,712","27,600","8,571","9,832"
9/16/2022,"41,609","70,201","29,000","9,143","10,359"
9/15/2022,"41,767","71,222","29,600","9,286","10,535"
9/14/2022,"39,875","71,477","29,600","9,250","10,447"
9/13/2022,"40,112","71,988","30,000","9,140","10,447"
9/12/2022,"39,403","71,988","30,100","9,444","10,447"
9/9/2022,"44,814","71,733","30,000","9,993","10,447"
9/8/2022,"44,188","71,733","29,100","10,023","10,363"
9/7/2022,"43,910","71,477","29,600","10,054","10,280"
9/6/2022,"45,023","73,009","31,400","9,536","10,531"
9/5/2022,"42,100","73,349","31,700","9,505","10,280"
8/31/2022,"41,057","73,690","32,100","9,627","10,363"
8/30/2022,"42,796","73,520","32,200","9,384","10,196"
8/29/2022,"42,379","73,605","32,300","9,353","12,300"
8/26/2022,"41,752","74,200","32,900","9,901","12,400"
8/25/2022,"43,075","73,434","34,100","10,115","12,400"
8/24/2022,"44,536","73,349","33,500","10,084","12,300"
8/23/2022,"46,345","73,179","33,800","9,993","12,400"
8/22/2022,"46,624","73,011","32,900","10,115","12,400"
8/19/2022,"47,180","73,095","32,700","10,419","12,300"
8/18/2022,"48,015","74,273","33,600","10,572","12,600"
8/17/2022,"46,972","74,273","33,800","10,633","12,600"
8/16/2022,"47,111","74,609","34,800","10,541","12,800"
8/15/2022,"46,763","74,777","34,600","10,694","12,700"
8/12/2022,"44,606","72,759","33,000","10,633","12,800"
8/11/2022,"43,423","72,338","32,500","10,633","12,600"
8/10/2022,"43,075","72,338","33,500","10,968","12,700"
8/9/2022,"43,840","72,506","32,700","11,090","12,700"
8/8/2022,"43,492","72,338","31,700","10,480","12,900"
8/5/2022,"43,492","72,170","31,900","10,511","13,000"
8/4/2022,"43,631","72,422","32,700","10,450","13,000"
8/3/2022,"42,448","71,329","33,400","10,419","13,200"
8/2/2022,"43,144","71,497","33,700","10,297","13,000"
8/1/2022,"42,935","70,656","33,000","10,115","13,400"
7/29/2022,"40,987","70,235","33,200","9,871","12,400"
7/28/2022,"40,570","71,413","33,100","9,871","11,400"
7/27/2022,"41,335","71,665","32,300","9,719","11,100"
7/26/2022,"40,778","71,329","31,800","9,840","11,000"
7/25/2022,"40,987","71,833","31,400","9,871","10,500"
7/22/2022,"39,665","71,581","32,500","10,054","12,000"
7/21/2022,"41,057","71,497","32,800","10,237","12,000"
7/20/2022,"40,987","71,413","32,600","10,267","11,900"
7/19/2022,"40,361","69,815","32,400","9,962","11,700"
7/18/2022,"41,057","69,815","30,600","9,962","11,800"
7/15/2022,"40,848","69,142","30,800","9,932","12,000"
7/14/2022,"41,405","69,646","31,200","9,993","12,200"
7/13/2022,"41,335","69,394","31,400","9,932","12,200"
7/12/2022,"40,709","70,235","30,100","9,719","12,200"
7/11/2022,"39,526","69,646","29,600","9,505","12,000"
7/8/2022,"39,665","70,319","29,500","9,658","12,400"
7/7/2022,"39,665","69,899","27,400","9,566","12,900"
7/6/2022,"39,526","70,235","24,600","9,262","11,400"
7/5/2022,"40,222","71,833","24,400","9,475","12,600"
7/4/2022,"40,709","72,927","24,600","9,627","13,000"
7/1/2022,"43,144","74,020","23,900","9,566","13,000"
6/30/2022,"40,709","72,506","24,000","9,505","12,900"
6/29/2022,"40,917","75,703","24,800","9,993","12,700"
6/28/2022,"41,683","75,450","25,500","10,084","13,000"
6/27/2022,"41,683","72,759","24,800","10,023","12,100"
6/24/2022,"40,361","71,918","24,300","9,749","12,800"
6/23/2022,"38,273","71,918","24,800","9,231","11,300"
6/22/2022,"38,830","71,076","23,800","8,652","11,800"
6/21/2022,"38,482","74,946","23,000","8,104","10,000"
6/20/2022,"38,482","77,385","24,000","8,683","10,900"
6/17/2022,"39,874","77,385","25,900","9,323","11,400"
6/16/2022,"40,500","77,385","26,900","9,658","12,000"
6/15/2022,"38,969","76,123","26,400","9,536","11,600"
6/14/2022,"39,734","74,946","27,400","10,237","12,400"
6/13/2022,"40,013","72,506","27,200","10,541","12,200"
6/10/2022,"41,683","77,105","29,300","11,333","13,100"
6/9/2022,"42,448","80,820","30,200","12,125","13,400"
6/8/2022,"42,309","80,609","30,000","12,095","13,400"
6/7/2022,"41,752","81,030","29,600","11,851","13,400"
6/6/2022,"42,031","79,207","30,100","12,064","13,300"
6/3/2022,"42,448","79,908","30,400","12,186","13,700"
6/2/2022,"40,987","78,156","30,700","11,760","13,700"
6/1/2022,"40,570","78,366","30,300","11,577","13,700"
5/31/2022,"41,892","77,034","30,300","11,638","13,800"
5/30/2022,"42,309","78,016","31,100","11,882","13,900"
5/27/2022,"42,309","78,366","31,400","11,760","14,000"
5/26/2022,"41,057","74,020","31,400","11,577","13,600"
5/25/2022,"41,057","73,600","30,700","11,211","13,100"
5/24/2022,"38,830","68,833","29,900","10,846","13,100"
5/23/2022,"40,013","67,642","28,600","10,724","13,100"
5/20/2022,"40,709","68,343","29,600","11,090","13,000"
5/19/2022,"39,178","67,992","29,700","10,968","13,500"
5/18/2022,"41,057","68,483","30,000","10,968","14,900"
5/17/2022,"39,665","69,885","30,200","10,754","16,000"
5/16/2022,"37,577","65,329","27,900","10,054","16,000"
5/13/2022,"39,595","65,609","26,300","9,780","16,200"
5/12/2022,"41,057","67,011","28,600","10,389","17,400"
5/11/2022,"43,353","71,427","31,100","11,029","16,800"
5/10/2022,"42,727","68,974","30,600","10,937","16,500"
5/9/2022,"43,492","65,889","28,500","11,729","16,700"
5/6/2022,"43,979","70,235","32,200","12,582","18,500"
5/5/2022,"45,023","73,389","34,200","13,527","18,600"
5/4/2022,"44,327","73,249","35,500","13,771","19,000"
4/29/2022,"45,093","73,600","35,000","13,557","19,000"
4/28/2022,"44,745","86,906","31,800","13,588","19,000"
4/27/2022,"44,327","84,847","32,500","13,588","18,600"
4/26/2022,"43,979","85,918","32,500","12,826","18,600"
4/25/2022,"43,214","85,176","35,000","13,771","18,800"
4/22/2022,"46,415","91,519","38,200","14,776","19,600"
4/21/2022,"48,015","92,261","38,700","15,873","19,000"
4/20/2022,"48,711","92,261","40,700","17,061","20,700"
4/19/2022,"45,789","92,261","42,100","17,305","21,100"
4/18/2022,"49,198","95,144","42,000","17,914","21,500"
4/15/2022,"47,946","94,732","40,200","16,756","22,500"
4/14/2022,"58,192","96,050","38,200","22,947","22,500"
4/13/2022,"57,309","94,814","37,600","22,947","23,000"
4/12/2022,"56,514","90,448","37,500","21,625","22,100"
4/8/2022,"56,249","89,377","36,500","22,222","23,000"
4/7/2022,"57,839","93,331","38,600","23,885","22,900"
4/6/2022,"57,397","93,084","38,000","24,824","22,900"
4/5/2022,"55,896","89,789","38,000","24,610","23,000"
4/4/2022,"55,454","90,036","35,900","23,032","22,800"
4/1/2022,"56,073","91,437","36,200","23,459","23,500"
3/31/2022,"55,631","88,142","35,600","23,800","23,300"
3/30/2022,"53,953","87,318","35,300","23,544","23,900"
3/29/2022,"52,717","86,412","35,100","22,862","24,000"
3/28/2022,"49,273","80,810","33,300","21,497","23,500"
3/25/2022,"49,626","78,833","32,600","21,966","24,400"
3/24/2022,"49,891","79,080","32,700","22,179","24,600"
3/23/2022,"49,626","79,492","32,700","21,326","24,900"
3/22/2022,"48,743","79,410","32,900","21,838","25,200"
3/21/2022,"52,099","78,504","33,200","22,179","25,800"
3/18/2022,"52,540","78,339","32,800","22,094","26,000"
3/17/2022,"52,364","75,785","32,400","21,753","26,200"
3/16/2022,"49,008","75,456","32,200","21,667","24,300"
3/15/2022,"49,008","74,962","32,200","21,625","24,300"
3/14/2022,"48,832","75,621","33,000","21,881","24,300"
3/11/2022,"49,097","76,774","34,200","22,264","23,900"
3/10/2022,"49,273","77,927","33,700","21,795","23,800"
3/9/2022,"47,684","78,669","33,800","20,814","23,800"
3/8/2022,"47,860","78,092","32,500","20,985","24,000"
3/7/2022,"49,008","77,268","32,000","20,729","24,200"
3/4/2022,"49,361","77,021","31,500","20,388","24,300"
3/3/2022,"49,273","76,939","31,300","19,961","24,500"
3/2/2022,"48,302","76,692","31,700","19,961","24,000"
3/1/2022,"48,302","76,939","31,900","20,473","24,500"
2/28/2022,"48,567","76,856","31,800","20,089","23,400"
2/25/2022,"49,008","76,033","31,400","20,217","22,900"
2/24/2022,"49,715","75,785","32,300","19,705","22,900"
2/23/2022,"50,421","76,609","32,200","20,900","23,700"
2/22/2022,"50,068","76,527","32,800","20,942","23,800"
2/21/2022,"50,509","77,021","32,900","20,174","22,900"
2/18/2022,"50,068","75,950","32,000","20,047","21,400"
2/17/2022,"50,068","76,444","31,800","18,767","21,300"
2/16/2022,"49,450","75,209","32,100","18,810","21,400"
2/15/2022,"48,478","75,044","32,000","19,066","21,000"
2/14/2022,"48,832","74,962","31,800","19,193","21,000"
2/11/2022,"49,008","75,456","32,000","19,620","21,800"
2/10/2022,"49,450","75,785","32,500","19,919","21,900"
2/9/2022,"48,607","74,715","32,500","19,961","21,600"
2/8/2022,"47,473","74,632","31,000","20,047","21,600"
2/7/2022,"47,149","73,726","30,000","19,620","21,400"
1/28/2022,"44,071","73,726","29,800","19,193","21,900"
1/27/2022,"41,964","70,761","29,700","18,554","23,200"
1/26/2022,"41,721","70,843","29,600","18,511","23,700"
1/25/2022,"41,802","71,255","29,400","18,468","23,400"
1/24/2022,"41,802","70,266","30,500","18,810","23,500"
1/21/2022,"44,152","72,655","30,400","19,321","23,800"
1/20/2022,"44,314","73,149","29,400","19,321","23,700"
1/19/2022,"42,936","72,738","30,000","18,127","23,800"
1/18/2022,"40,182","72,573","30,300","17,999","24,000"
1/17/2022,"41,316","73,314","31,300","19,108","23,600"
1/14/2022,"43,990","75,209","31,700","20,174","25,400"
1/13/2022,"44,395","75,868","31,400","20,174","25,100"
1/12/2022,"44,557","73,808","31,800","20,047","24,500"
1/11/2022,"44,557","73,726","32,200","20,473","22,700"
1/10/2022,"46,177","75,785","32,500","20,814","22,600"
1/7/2022,"47,797","76,939","32,800","22,009","23,000"
1/6/2022,"48,607","77,021","33,000","22,179","23,100"
1/5/2022,"50,390","77,103","33,400","22,179","23,200"
1/4/2022,"49,417","77,021","32,700","22,094","23,100"
12/31/2021,"48,607","76,609","31,800","22,009","24,000"
12/30/2021,"48,202","77,103","31,800","22,691","25,400"
12/29/2021,"48,607","77,103","31,900","22,648","24,400"
12/28/2021,"48,607","77,845","32,400","22,606","21,400"
12/27/2021,"48,364","77,845","31,500","23,203","21,242"
12/24/2021,"47,797","77,268","31,600","23,715","27,900"
12/23/2021,"46,987","76,774","32,300","22,179","27,800"
12/22/2021,"48,121","78,257","32,500","21,881","27,600"
12/21/2021,"48,040","78,421","32,700","22,862","28,800"
12/20/2021,"48,040","78,916","32,600","24,482","29,000"
12/17/2021,"48,931","79,410","32,400","24,738","28,000"
12/16/2021,"48,688","78,669","32,500","25,079","25,400"
12/15/2021,"48,850","78,998","33,100","23,885","23,500"
12/14/2021,"49,012","78,833","33,400","24,056","23,500"
12/13/2021,"49,822","79,080","32,800","24,312","23,300"
12/10/2021,"50,228","78,916","32,500","22,947","23,500"
12/9/2021,"49,417","79,904","32,200","21,454","23,400"
12/8/2021,"49,174","78,751","32,400","21,454","23,200"
12/7/2021,"49,255","79,080","31,900","21,411","23,500"
12/6/2021,"48,688","77,845","33,400","21,070","22,700"
12/3/2021,"49,336","78,669","34,900","21,411","26,000"
12/2/2021,"50,552","80,069","34,800","21,028","26,800"
12/1/2021,"50,633","80,893","34,700","20,985","28,200"
11/30/2021,"50,228","79,987","33,900","21,411","29,000"
11/29/2021,"51,686","80,810","34,400","21,582","28,600"
11/26/2021,"53,063","81,469","34,900","21,838","28,700"
11/25/2021,"55,493","82,375","34,600","21,966","27,200"
11/24/2021,"55,331","80,646","34,600","21,838","24,500"
11/23/2021,"53,792","79,575","33,600","20,900","23,600"
11/22/2021,"54,197","78,257","36,300","19,535","23,200"
11/19/2021,"56,627","78,504","37,400","20,345","22,200"
11/18/2021,"55,898","79,492","37,700","21,838","20,700"
11/17/2021,"52,334","80,975","36,700","22,094","20,100"
11/16/2021,"51,767","80,975","37,200","22,563","20,000"
11/15/2021,"51,686","80,151","36,400","21,923","19,700"
11/12/2021,"51,929","80,728","36,600","21,539","17,900"
11/11/2021,"51,848","79,080","37,300","22,691","16,000"
11/10/2021,"52,496","79,904","37,600","23,587","16,100"
11/9/2021,"52,658","79,410","37,700","23,715","15,500"
11/8/2021,"52,091","80,234","37,700","23,800","15,700"
11/5/2021,"51,443","80,398","37,900","23,544","15,700"
11/4/2021,"50,957","79,080","37,500","24,013","15,900"
11/3/2021,"50,552","79,163","38,800","24,568","15,800"
11/2/2021,"51,686","79,163","38,700","24,610","16,300"
11/1/2021,"51,848","78,916","39,000","24,312","15,600"
10/29/2021,"51,038","79,822","38,100","23,459","15,700"
10/28/2021,"50,065","80,728","37,500","23,715","16,000"
10/27/2021,"49,012","80,893","37,400","23,459","15,200"
10/26/2021,"48,283","79,822","36,900","23,757","15,000"
10/25/2021,"48,607","78,174","37,500","23,800","15,000"
10/22/2021,"49,336","79,245","37,800","23,373","15,300"
10/21/2021,"49,417","79,657","38,300","23,928","15,000"
10/20/2021,"48,283","80,398","38,600","25,250","15,100"
10/19/2021,"48,364","81,222","38,600","25,591","15,100"
10/18/2021,"49,417","81,552","38,200","25,677","15,300"
10/15/2021,"50,228","81,469","37,900","25,762","14,800"
10/14/2021,"50,065","81,387","38,000","26,146","15,000"
10/13/2021,"49,174","81,881","36,200","25,847","14,500"
10/12/2021,"49,336","81,552","36,700","24,397","14,500"
10/11/2021,"49,417","81,716","36,600","24,824","15,000"
10/8/2021,"49,660","81,469","37,000","25,165","15,100"
10/7/2021,"49,660","77,680","36,100","24,610","15,400"
10/6/2021,"48,121","77,762","36,100","23,032","15,500"
10/5/2021,"48,121","77,762","35,500","22,350","15,500"
10/4/2021,"46,744","77,927","34,300","23,245","16,000"
10/1/2021,"46,825","76,527","34,300","23,203","16,200"
9/30/2021,"47,635","76,609","34,200","22,990","16,400"
9/29/2021,"47,716","76,774","33,900","22,179","15,700"
9/28/2021,"47,797","76,609","33,500","22,435","15,800"
9/27/2021,"46,420","75,868","34,100","22,563","16,400"
9/24/2021,"49,012","76,362","35,000","21,966","16,300"
9/23/2021,"50,633","76,692","35,200","21,283","15,300"
9/22/2021,"52,010","76,774","34,700","20,729","15,200"
9/21/2021,"50,065","77,021","35,400","20,558","15,300"
9/20/2021,"50,957","77,762","36,300","20,772","15,300"
9/17/2021,"48,931","78,833","35,500","20,729","15,300"
9/16/2021,"48,931","78,010","35,800","20,047","15,200"
9/15/2021,"49,579","77,515","36,000","19,876","15,000"
9/14/2021,"48,526","77,268","34,400","19,279","15,100"
9/13/2021,"45,367","76,609","34,800","18,042","15,100"
9/10/2021,"44,233","77,021","32,600","17,445","15,200"
9/9/2021,"44,152","76,774","31,800","17,359","15,100"
9/8/2021,"42,936","76,692","32,300","17,317","16,000"
9/7/2021,"43,503","77,021","32,700","17,402","16,000"
9/6/2021,"43,422","78,174","31,200","17,402","16,800"
9/1/2021,"42,693","76,115","31,300","16,976","16,600"
8/31/2021,"42,774","76,115","31,000","16,805","16,900"
8/30/2021,"41,316","75,950","30,300","16,890","15,400"
8/27/2021,"41,154","75,785","29,500","16,165","14,700"
8/26/2021,"40,587","75,291","29,300","15,611","14,600"
8/25/2021,"40,668","75,703","29,500","15,611","14,400"
8/24/2021,"41,154","75,703","29,800","15,525","14,400"
8/23/2021,"39,777","74,962","31,200","16,378","13,600"
8/20/2021,"37,185","76,444","33,200","15,355","13,800"
8/19/2021,"36,374","77,845","33,100","15,312","14,000"
8/18/2021,"36,374","77,433","33,500","15,056","13,600"
8/17/2021,"36,820","77,268","32,800","15,142","13,600"
8/16/2021,"37,063","77,927","32,300","15,269","13,600"
8/13/2021,"35,645","77,433","32,500","14,843","13,200"
8/12/2021,"35,281","76,455","32,700","14,502","13,100"
8/11/2021,"35,159","78,330","31,800","14,587","13,000"
8/10/2021,"37,387","79,715","31,400","14,971","13,000"
8/9/2021,"38,035","79,471","30,500","14,800","13,000"
8/6/2021,"36,698","78,737","30,800","14,587","13,000"
8/5/2021,"36,455","78,737","30,900","14,033","13,000"
8/4/2021,"35,726","77,922","31,100","14,075","12,800"
8/3/2021,"36,253","78,085","31,400","14,203","12,700"
8/2/2021,"36,779","77,922","30,000","13,606","12,600"
7/30/2021,"34,390","76,618","30,200","13,563","12,400"
7/29/2021,"32,162","76,129","30,400","13,393","12,500"
7/28/2021,"32,243","74,988","29,500","13,393","12,200"
7/27/2021,"32,040","75,966","28,300","12,540","12,200"
7/26/2021,"31,109","76,373","28,300","11,943","12,100"
7/23/2021,"29,083","73,765","28,600","11,687","12,000"
7/22/2021,"29,164","72,868","28,000","11,900","12,000"
7/21/2021,"28,719","70,586","28,300","12,071","11,900"
7/20/2021,"28,840","70,749","27,700","12,071","12,100"
7/19/2021,"28,152","69,038","29,300","11,943","11,800"
7/16/2021,"28,840","70,749","28,200","12,374","12,100"
7/15/2021,"28,800","69,608","28,000","12,374","12,000"
7/14/2021,"29,407","69,445","28,000","12,046","11,700"
7/13/2021,"29,893","70,912","27,100","11,637","11,700"
7/12/2021,"28,678","70,179","29,300","11,473","11,300"
7/9/2021,"29,974","73,113","30,400","12,046","11,900"
7/8/2021,"30,218","73,195","30,800","12,251","12,000"
7/7/2021,"30,218","73,765","30,400","12,661","12,200"
7/6/2021,"30,461","70,912","31,000","12,989","12,100"
7/5/2021,"31,595","75,558","32,000","13,030","12,300"
7/2/2021,"31,919","74,906","32,500","13,030","12,400"
7/1/2021,"31,271","72,461","32,600","13,030","12,500"
6/30/2021,"30,218","71,727","33,000","13,112","12,500"
6/29/2021,"29,569","72,216","33,300","13,194","12,600"
6/28/2021,"29,650","69,853","32,600","13,194","12,400"
6/25/2021,"29,893","69,445","33,400","13,030","12,500"
6/24/2021,"29,367","69,038","34,400","12,907","12,400"
6/23/2021,"29,367","69,201","34,800","12,784","12,400"
6/22/2021,"28,759","69,608","34,900","13,153","12,800"
6/21/2021,"28,759","69,771","35,700","12,743","12,900"
6/18/2021,"28,678","68,304","34,600","12,784","13,100"
6/17/2021,"28,435","67,326","33,800","12,948","12,900"
6/16/2021,"28,759","67,733","34,600","12,497","12,500"
6/15/2021,"29,164","67,815","35,000","12,579","12,700"
6/14/2021,"29,407","68,304","34,600","11,883","12,600"
6/11/2021,"29,367","68,059","33,600","12,005","12,500"
6/10/2021,"29,286","66,755","33,600","11,760","12,600"
6/9/2021,"29,407","66,592","33,600","11,022","12,500"
6/8/2021,"28,678","65,859","34,100","10,653","12,300"
6/7/2021,"29,731","67,407","33,800","10,981","12,400"
6/4/2021,"30,299","69,038","33,800","11,022","12,700"
6/3/2021,"29,326","69,445","33,400","11,022","12,500"
6/2/2021,"29,448","69,690","30,700","10,489","12,600"
6/1/2021,"29,488","70,994","30,900","10,162","12,100"
5/31/2021,"30,258","68,772","30,700","10,407","12,100"
5/28/2021,"30,663","66,594","30,800","10,571","12,300"
5/27/2021,"29,245","65,892","30,900","10,489","12,400"
5/26/2021,"29,812","66,946","31,600","10,899","12,300"
5/25/2021,"30,177","65,892","31,500","10,694","12,500"
5/24/2021,"29,934","65,681","31,300","10,694","11,700"
5/21/2021,"28,476","65,892","29,400","9,998","11,600"
5/20/2021,"28,921","67,086","30,500","9,834","11,600"
5/19/2021,"28,597","63,785","30,700","9,875","11,700"
5/18/2021,"28,759","61,115","31,300","9,998","11,900"
5/17/2021,"29,002","60,202","32,300","10,080","12,000"
5/14/2021,"29,164","59,570","32,400","10,039","12,000"
5/13/2021,"27,787","59,008","32,800","10,203","12,000"
5/12/2021,"27,909","59,991","32,700","9,916","12,100"
5/11/2021,"27,828","59,851","32,200","9,711","12,100"
5/10/2021,"27,868","60,272","33,000","9,588","11,800"
5/7/2021,"28,111","58,305","34,300","9,752","12,100"
5/6/2021,"28,111","58,095","33,300","9,875","12,300"
5/5/2021,"28,111","58,235","30,800","9,670","12,500"
5/4/2021,"27,625","58,235","32,000","9,465","12,300"
4/29/2021,"27,868","56,830","32,600","9,875","12,800"
4/28/2021,"27,868","56,760","33,700","9,670","12,700"
4/27/2021,"27,544","56,690","34,000","9,670","12,900"
4/26/2021,"28,192","56,900","34,500","9,711","12,800"
4/23/2021,"28,678","58,305","33,600","9,670","13,300"
4/22/2021,"28,192","56,198","35,800","9,219","13,000"
4/20/2021,"27,747","58,235","36,200","9,875","13,600"
4/19/2021,"28,354","57,252","37,200","10,162","13,700"
4/16/2021,"28,597","55,987","37,800","10,326","13,700"
4/15/2021,"29,083","56,198","38,500","10,817","13,900"
4/14/2021,"29,488","56,900","38,100","10,899","14,200"
4/13/2021,"29,164","56,690","39,300","10,981","13,800"
4/12/2021,"29,650","57,673","39,500","11,350","13,900"
4/9/2021,"29,650","57,673","39,800","11,760","14,100"
4/8/2021,"29,488","55,917","39,400","11,432","14,300"
4/7/2021,"29,083","55,917","39,800","11,596","14,400"
4/6/2021,"29,569","55,776","40,300","11,883","14,400"
4/5/2021,"29,569","55,917","40,500","12,005","13,700"
4/2/2021,"29,650","56,057","40,300","11,227","13,700"
4/1/2021,"29,650","55,987","38,900","11,227","13,600"
3/31/2021,"29,164","54,582","39,000","11,063","13,500"
3/30/2021,"29,691","54,161","39,300","11,104","13,700"
3/29/2021,"29,691","54,512","39,500","11,145","13,900"
3/26/2021,"28,840","53,458","39,600","10,858","13,700"
3/25/2021,"29,326","53,809","40,900","11,227","13,400"
3/24/2021,"29,286","54,090","42,700","11,268","13,200"
3/23/2021,"30,299","55,355","43,400","11,719","13,800"
3/22/2021,"30,704","55,285","43,500","12,005","13,800"
3/19/2021,"31,068","56,057","43,400","11,964","13,900"
3/18/2021,"31,473","56,900","43,500","11,555","13,600"
3/17/2021,"31,676","56,760","43,100","10,817","13,600"
3/16/2021,"30,055","56,900","44,000","10,940","13,100"
3/15/2021,"28,638","53,739","43,600","10,285","13,200"
3/12/2021,"29,002","53,739","44,000","9,629","13,200"
3/11/2021,"29,691","53,880","43,300","9,342","13,200"
3/10/2021,"29,448","53,599","42,600","9,670","13,100"
3/9/2021,"27,544","52,686","43,500","9,629","13,300"
3/8/2021,"27,544","53,248","43,500","9,014","13,600"
3/5/2021,"27,625","53,318","43,500","8,564","13,200"
3/4/2021,"27,301","53,318","40,800","8,687","12,300"
3/3/2021,"27,747","54,582","40,800","9,014","12,200"
3/2/2021,"27,747","54,723","40,700","9,055","11,600"
