Date,BID,VCB,CTG,MBB,ACB,STB
9/5/2024,"48,700","90,100","35,000","23,950","24,500","29,600"
9/4/2024,"48,950","91,000","35,300","24,400","24,700","30,100"
8/30/2024,"48,900","91,600","35,050","24,900","24,600","30,550"
8/29/2024,"49,300","91,500","35,000","24,850","24,650","30,450"
8/28/2024,"49,600","91,100","34,780","24,650","24,500","29,850"
8/27/2024,"50,490","91,500","34,310","24,460","24,400","29,600"
8/26/2024,"50,200","92,300","34,650","24,450","26,150","29,750"
8/23/2024,"50,500","92,300","34,620","24,550","24,450","29,950"
8/22/2024,"50,300","92,400","32,270","24,400","24,350","29,900"
8/21/2024,"50,100","91,700","34,200","24,750","24,400","29,950"
8/20/2024,"49,020","90,800","33,200","24,250","24,100","29,650"
8/19/2024,"47,900","88,800","32,650","24,000","24,050","29,650"
8/16/2024,"47,500","88,100","32,500","24,050","24,000","29,350"
8/15/2024,"46,650","87,600","31,850","23,250","23,500","28,950"
8/14/2024,"47,050","88,000","31,800","23,400","23,550","29,200"
8/13/2024,"46,650","89,500","31,850","23,550","23,600","29,150"
8/12/2024,"46,800","87,800","31,700","23,700","23,800","29,200"
8/9/2024,"46,700","87,700","31,500","23,450","23,600","28,850"
8/8/2024,"46,000","87,300","30,200","23,050","23,250","28,250"
8/7/2024,"46,400","87,700","30,200","23,350","23,400","28,400"
8/6/2024,"46,750","87,210","30,550","23,680","23,500","28,400"
8/5/2024,"46,100","86,900","30,150","22,950","22,300","27,200"
8/2/2024,"47,750","88,700","31,550","23,800","23,950","28,400"
8/1/2024,"46,800","90,700","31,450","23,400","23,950","28,050"
7/31/2024,"47,600","89,200","32,000","24,400","24,550","29,000"
7/30/2024,"46,800","87,500","32,000","24,500","24,150","28,900"
7/29/2024,"47,100","87,300","32,100","24,100","24,150","29,100"
7/26/2024,"46,250","87,300","32,050","24,300","24,100","29,100"
7/25/2024,"46,000","87,300","31,550","23,950","24,050","28,800"
7/24/2024,"46,100","87,500","32,200","23,950","24,200","29,200"
7/23/2024,"46,000","87,500","32,400","23,900","24,000","29,000"
7/22/2024,"47,700","87,700","33,650","25,200","24,750","30,000"
7/19/2024,"47,700","87,500","33,400","25,400","25,100","30,300"
7/18/2024,"48,500","88,000","33,450","24,900","24,800","30,600"
7/17/2024,"48,000","88,000","33,000","24,500","24,500","30,400"
7/16/2024,"47,150","87,900","32,500","23,550","24,100","29,900"
7/15/2024,"46,550","87,500","32,100","23,050","23,950","29,750"
7/12/2024,"46,600","87,600","32,000","23,000","24,000","29,750"
7/11/2024,"46,800","88,100","32,200","23,100","24,150","29,850"
7/10/2024,"46,900","88,600","32,400","23,300","24,250","29,850"
7/9/2024,"47,500","88,100","32,700","23,150","24,300","30,350"
7/8/2024,"47,000","87,200","32,600","22,700","24,250","30,150"
7/5/2024,"47,300","88,000","32,700","22,800","24,300","30,100"
7/4/2024,"47,300","88,000","32,300","22,800","24,150","29,900"
7/3/2024,"47,200","88,500","32,350","22,900","24,250","29,900"
7/2/2024,"45,750","88,200","32,300","22,700","24,050","29,600"
7/1/2024,"43,900","86,100","32,000","22,450","23,800","29,300"
6/28/2024,"43,250","85,200","31,000","22,200","23,800","28,800"
6/27/2024,"44,100","85,200","31,300","22,500","23,950","29,200"
6/26/2024,"44,500","85,200","31,300","22,500","24,100","29,500"
6/25/2024,"44,200","85,500","31,600","22,600","24,050","29,600"
6/24/2024,"45,000","85,500","31,650","22,650","24,100","29,500"
6/21/2024,"45,600","86,000","32,200","23,200","24,550","30,650"
6/20/2024,"45,500","86,000","32,200","23,250","24,800","30,750"
6/19/2024,"46,100","86,600","32,500","23,300","24,650","30,900"
6/18/2024,"46,500","87,100","32,350","23,250","24,550","30,550"
6/17/2024,"46,500","87,100","32,750","23,250","24,550","30,500"
6/14/2024,"47,500","87,500","32,800","23,100","24,600","30,550"
6/13/2024,"48,350","88,400","33,900","23,550","24,800","31,650"
6/12/2024,"47,900","88,700","33,500","23,100","24,550","31,350"
6/11/2024,"47,350","87,200","33,200","22,550","24,150","31,200"
6/10/2024,"47,650","88,000","33,500","22,650","24,400","31,100"
6/7/2024,"47,750","88,500","32,800","22,450","24,600","30,750"
6/6/2024,"47,900","89,000","32,600","22,350","24,350","30,700"
6/5/2024,"47,650","88,800","32,400","22,200","24,350","29,600"
6/4/2024,"47,600","88,700","32,800","22,500","24,500","29,950"
6/3/2024,"47,300","88,200","32,600","22,600","24,800","29,750"
5/31/2024,"47,100","87,200","31,900","21,750","24,650","27,850"
5/30/2024,"47,700","88,600","31,800","21,850","25,565","27,850"
5/29/2024,"48,600","89,800","31,650","22,300","29,250","28,250"
5/28/2024,"49,100","90,700","32,200","22,600","29,650","28,850"
5/27/2024,"48,900","90,200","32,400","22,450","29,450","28,700"
5/24/2024,"49,200","90,200","32,500","22,450","29,250","28,700"
5/23/2024,"49,500","91,000","33,250","22,800","28,450","28,550"
5/22/2024,"49,800","90,700","33,000","22,700","27,950","28,000"
5/21/2024,"50,000","91,100","33,650","23,091","28,200","28,300"
5/20/2024,"49,600","91,900","33,350","22,945","28,250","28,300"
5/17/2024,"49,350","91,800","33,100","22,749","28,250","28,500"
5/16/2024,"49,600","92,600","33,200","22,896","28,250","28,400"
5/15/2024,"48,600","91,000","32,350","22,407","27,700","27,800"
5/14/2024,"48,100","90,600","32,300","22,358","27,750","27,250"
5/13/2024,"48,600","91,000","32,300","22,162","27,700","27,250"
5/10/2024,"49,050","92,000","32,850","22,113","27,700","27,600"
5/9/2024,"49,500","92,500","32,900","22,162","27,600","27,800"
5/8/2024,"49,800","93,000","32,600","22,064","27,550","27,950"
5/7/2024,"50,000","92,900","32,800","22,260","27,650","28,300"
5/6/2024,"50,500","93,000","33,200","22,407","27,600","28,100"
5/3/2024,"49,200","92,500","32,400","21,917","27,500","27,550"
5/2/2024,"49,200","91,900","32,350","21,917","27,000","27,600"
4/26/2024,"49,200","91,200","32,800","21,771","26,850","28,200"
4/25/2024,"49,600","91,000","33,000","21,771","26,800","28,450"
4/24/2024,"50,000","90,600","32,950","22,064","27,050","28,600"
4/23/2024,"49,400","90,100","31,500","21,526","26,650","27,800"
4/22/2024,"50,100","90,600","32,300","22,113","26,800","27,650"
4/19/2024,"48,350","90,500","31,600","22,211","26,600","26,800"
4/17/2024,"48,100","90,500","32,700","22,602","26,750","26,800"
4/16/2024,"50,300","91,000","34,050","23,385","27,150","27,300"
4/15/2024,"49,700","92,000","33,450","22,896","26,850","27,500"
4/12/2024,"53,400","94,600","35,900","24,119","28,000","29,100"
4/11/2024,"53,000","94,000","33,700","23,238","27,150","28,850"
4/10/2024,"52,000","94,500","33,650","23,287","27,100","29,100"
4/9/2024,"52,700","94,300","34,250","23,483","27,300","29,150"
4/8/2024,"50,800","94,900","33,500","22,994","27,150","29,000"
4/5/2024,"50,200","94,900","33,200","22,847","27,150","29,600"
4/4/2024,"51,000","96,000","33,550","23,287","27,550","29,700"
4/3/2024,"51,000","93,800","34,050","23,678","28,000","30,100"
4/2/2024,"51,900","94,500","35,000","24,266","28,400","30,200"
4/1/2024,"52,100","95,200","35,000","24,363","28,450","31,400"
3/29/2024,"52,100","94,900","35,550","24,853","28,500","31,600"
3/28/2024,"52,600","95,700","35,750","24,950","28,350","32,000"
3/27/2024,"52,500","95,800","35,500","24,755","28,000","30,900"
3/26/2024,"53,000","96,300","35,200","24,706","27,950","31,000"
3/25/2024,"53,000","95,700","34,700","24,168","27,500","30,850"
3/22/2024,"54,200","96,400","35,700","24,510","28,150","31,650"
3/21/2024,"53,000","95,200","34,900","24,217","28,000","31,500"
3/20/2024,"53,000","93,200","34,350","23,630","27,500","31,150"
3/19/2024,"51,600","92,500","33,300","22,700","26,850","30,400"
3/18/2024,"52,000","93,000","33,300","22,700","26,900","30,250"
3/15/2024,"52,200","94,000","34,750","23,287","27,350","30,500"
3/14/2024,"51,700","95,000","34,450","22,945","27,250","30,450"
3/13/2024,"52,600","96,000","35,150","23,336","27,650","30,850"
3/12/2024,"52,000","94,400","34,500","22,602","26,750","30,250"
3/11/2024,"50,500","94,100","34,150","22,455","26,750","30,200"
3/8/2024,"51,100","95,100","34,500","23,091","27,050","30,650"
3/7/2024,"53,300","95,800","35,800","23,874","27,500","31,300"
3/6/2024,"54,400","95,600","36,100","24,070","27,600","31,550"
3/5/2024,"54,400","95,500","36,450","24,070","27,950","31,900"
3/4/2024,"53,500","96,000","36,000","23,678","27,800","31,750"
3/1/2024,"53,500","97,300","35,600","23,483","27,800","31,950"
2/29/2024,"53,000","97,300","35,550","23,630","28,000","31,550"
2/28/2024,"53,900","97,400","35,950","23,874","28,000","31,400"
2/27/2024,"53,000","91,100","36,150","23,727","27,600","30,750"
2/26/2024,"53,600","89,500","35,650","23,483","27,500","30,500"
2/23/2024,"52,000","88,900","35,200","23,385","27,300","30,650"
2/22/2024,"49,750","89,500","35,700","23,434","27,650","31,050"
2/21/2024,"49,750","91,200","35,550","23,483","27,700","31,500"
2/20/2024,"49,400","91,300","35,200","23,336","27,550","30,700"
2/19/2024,"49,300","90,200","35,400","23,434","27,700","30,700"
2/16/2024,"48,550","89,600","35,250","23,483","27,600","30,800"
2/15/2024,"48,950","89,900","35,000","23,630","27,200","31,250"
2/7/2024,"48,950","90,000","35,500","22,994","28,000","31,100"
2/6/2024,"48,800","89,500","34,400","22,553","27,850","30,800"
2/5/2024,"48,650","90,000","33,900","22,455","27,800","30,600"
2/2/2024,"46,900","90,300","31,700","21,281","26,250","29,900"
2/1/2024,"47,250","89,800","32,050","21,428","26,000","29,800"
1/31/2024,"47,700","88,500","31,600","21,281","25,750","29,900"
1/30/2024,"48,450","91,000","32,200","21,624","25,950","30,700"
1/29/2024,"48,700","91,200","32,300","21,673","25,950","30,350"
1/26/2024,"48,950","92,000","32,100","21,526","26,300","30,300"
1/25/2024,"48,400","91,000","32,050","21,428","25,800","30,500"
1/24/2024,"48,900","91,100","32,000","21,428","25,800","30,750"
1/23/2024,"49,400","91,500","32,200","21,477","26,050","30,500"
1/22/2024,"49,800","92,000","32,650","21,624","26,300","30,250"
1/19/2024,"49,850","92,600","32,600","21,575","25,950","30,300"
1/18/2024,"47,500","91,100","31,500","21,232","25,600","29,800"
1/17/2024,"46,850","90,900","31,150","21,037","25,400","29,700"
1/16/2024,"46,900","90,000","31,400","21,037","25,400","29,900"
1/15/2024,"46,600","90,000","31,400","20,988","25,300","29,800"
1/12/2024,"46,000","88,700","31,500","20,890","25,800","29,900"
1/11/2024,"46,500","89,300","31,000","20,205","25,250","29,500"
1/10/2024,"47,400","89,500","31,000","20,450","25,250","29,450"
1/9/2024,"46,050","87,800","30,000","20,401","25,000","29,200"
1/8/2024,"46,400","86,800","29,550","20,254","25,350","29,200"
1/5/2024,"44,500","86,200","29,000","20,058","25,450","29,300"
1/4/2024,"43,650","85,900","28,600","19,667","25,300","28,600"
1/3/2024,"43,800","84,500","27,600","18,737","25,000","28,500"
1/2/2024,"43,000","83,500","27,200","18,444","24,450","27,750"
12/29/2023,"43,400","80,300","27,100","18,248","23,900","27,950"
12/28/2023,"42,700","82,800","27,100","18,150","23,750","27,600"
12/27/2023,"43,000","82,700","26,850","18,003","23,300","27,400"
12/26/2023,"43,000","82,800","26,800","18,052","23,250","27,500"
12/25/2023,"43,200","81,800","26,900","18,003","23,350","27,500"
12/22/2023,"42,450","80,900","26,450","17,906","23,200","27,200"
12/21/2023,"41,800","80,900","26,550","17,759","23,250","26,600"
12/20/2023,"41,300","81,100","26,550","17,759","23,200","26,950"
12/19/2023,"41,200","81,200","26,500","17,759","23,050","26,600"
12/18/2023,"41,000","81,500","26,050","17,612","22,800","26,300"
12/15/2023,"41,500","82,200","26,700","17,661","22,750","27,100"
12/14/2023,"41,600","84,400","26,750","17,661","22,500","27,100"
12/13/2023,"41,600","83,700","26,750","17,661","22,300","27,450"
12/12/2023,"41,900","84,200","27,000","17,857","22,500","28,000"
12/11/2023,"41,400","84,200","26,850","17,759","22,400","27,850"
12/8/2023,"41,900","85,000","26,900","17,808","22,400","28,200"
12/7/2023,"40,600","85,200","26,900","17,857","22,400","28,550"
12/6/2023,"40,000","85,900","26,650","17,710","22,300","28,100"
12/5/2023,"39,650","85,400","26,500","17,661","22,150","27,800"
12/4/2023,"39,800","86,000","26,550","17,661","22,300","28,200"
12/1/2023,"39,400","85,000","26,300","17,416","21,950","27,500"
11/30/2023,"38,850","84,700","26,300","17,416","21,950","27,500"
11/29/2023,"39,300","85,100","26,311","17,465","22,050","27,800"
11/28/2023,"38,850","85,800","26,221","17,465","21,900","28,150"
11/27/2023,"38,158","85,800","26,311","17,221","21,850","27,400"
11/24/2023,"38,735","86,000","26,490","17,465","22,050","28,300"
11/23/2023,"38,158","85,500","26,132","17,514","22,200","28,200"
11/22/2023,"38,690","86,700","26,490","17,661","22,700","29,100"
11/21/2023,"39,001","86,600","26,311","17,710","22,600","29,300"
11/20/2023,"38,291","86,100","26,445","17,612","22,500","29,200"
11/17/2023,"38,069","85,600","26,579","17,808","22,700","29,350"
11/16/2023,"38,823","88,000","27,071","18,101","23,300","30,200"
11/15/2023,"39,178","87,700","27,027","18,150","23,250","30,000"
11/14/2023,"38,158","86,000","26,669","18,052","22,700","30,000"
11/13/2023,"37,359","85,500","26,311","17,710","22,450","29,250"
11/10/2023,"37,448","86,000","26,311","17,612","22,400","29,500"
11/9/2023,"38,025","87,900","26,400","17,955","22,550","29,650"
11/8/2023,"38,069","89,500","26,177","17,955","22,800","30,000"
11/7/2023,"37,093","88,300","25,550","17,416","22,100","29,000"
11/6/2023,"37,093","89,500","25,550","17,563","22,200","29,450"
11/3/2023,"36,827","88,900","25,058","17,025","22,050","28,500"
11/2/2023,"36,960","89,000","25,282","17,319","22,300","29,000"
11/1/2023,"35,496","87,800","24,521","16,829","21,600","27,650"
10/31/2023,"35,673","86,800","24,789","16,732","21,400","27,000"
10/30/2023,"36,383","85,900","24,745","16,634","21,300","27,000"
10/27/2023,"37,270","85,000","25,237","17,074","21,550","28,700"
10/26/2023,"35,984","84,500","25,371","16,829","21,100","28,100"
10/25/2023,"36,161","85,800","25,953","17,416","21,900","29,550"
10/24/2023,"36,649","86,000","26,400","17,514","21,900","30,000"
10/23/2023,"35,762","84,500","26,221","17,416","21,800","29,700"
10/20/2023,"35,939","84,800","26,311","17,563","21,900","30,100"
10/19/2023,"35,673","84,500","25,595","17,270","21,800","29,000"
10/18/2023,"35,496","85,900","25,371","17,368","22,050","29,700"
10/17/2023,"36,649","85,900","25,595","17,710","22,450","30,000"
10/16/2023,"36,960","86,100","25,774","17,808","22,600","30,200"
10/13/2023,"37,714","86,600","26,221","18,052","22,650","31,500"
10/12/2023,"37,403","86,000","26,490","17,955","22,700","31,600"
10/11/2023,"37,270","86,500","26,400","18,101","22,700","31,750"
10/10/2023,"37,315","86,100","26,221","18,052","22,800","31,250"
10/9/2023,"37,226","84,600","26,087","17,906","22,500","31,200"
10/6/2023,"37,448","85,400","25,684","17,759","21,800","30,950"
10/5/2023,"36,915","84,500","25,147","17,661","21,600","29,900"
10/4/2023,"37,714","86,300","25,863","17,759","21,600","30,200"
10/3/2023,"36,871","86,300","26,042","17,661","21,600","29,200"
10/2/2023,"39,001","86,500","26,803","18,199","21,900","30,850"
9/29/2023,"39,356","87,500","26,892","18,101","21,850","30,650"
9/28/2023,"39,356","88,000","27,608","18,101","21,750","30,750"
9/27/2023,"39,400","87,800","27,743","18,101","22,000","31,800"
9/26/2023,"39,356","87,000","27,116","17,857","21,900","31,350"
9/25/2023,"40,021","89,300","26,669","17,710","22,000","31,650"
9/22/2023,"40,864","89,300","28,324","18,297","22,300","32,900"
9/21/2023,"40,110","87,000","28,369","18,542","22,400","32,350"
9/20/2023,"40,554","88,000","28,682","18,786","22,450","33,250"
9/19/2023,"40,110","88,100","28,727","18,591","22,300","33,300"
9/18/2023,"40,598","88,800","28,682","18,737","22,450","32,600"
9/15/2023,"41,530","89,800","29,309","18,982","22,650","32,500"
9/14/2023,"41,485","89,100","29,711","18,737","22,450","31,800"
9/13/2023,"41,707","89,100","29,130","18,639","22,550","31,950"
9/12/2023,"41,707","89,900","28,906","18,835","22,750","32,350"
9/11/2023,"41,264","88,500","28,548","18,346","22,350","31,600"
9/8/2023,"41,707","89,500","28,906","18,688","22,750","32,500"
9/7/2023,"42,018","89,500","29,219","18,884","22,900","33,000"
9/6/2023,"41,974","90,200","29,219","18,835","22,950","33,050"
9/5/2023,"42,151","90,100","29,219","18,737","22,750","32,700"
8/31/2023,"41,663","89,100","29,040","18,101","22,600","32,650"
8/30/2023,"40,997","89,100","28,727","18,003","22,450","32,500"
8/29/2023,"40,642","88,400","27,966","17,857","22,050","31,750"
8/28/2023,"40,288","87,000","27,877","17,808","22,050","31,650"
8/25/2023,"40,110","86,200","27,877","17,710","21,950","31,100"
8/24/2023,"40,642","87,000","28,414","17,857","22,050","31,550"
8/23/2023,"40,554","86,300","28,011","17,612","21,850","30,900"
8/22/2023,"40,642","88,400","28,235","17,808","22,050","32,150"
8/21/2023,"40,465","89,800","28,638","17,759","22,000","31,800"
8/18/2023,"39,223","89,500","27,474","17,710","21,900","31,300"
8/17/2023,"41,796","89,400","29,175","18,444","22,700","32,350"
8/16/2023,"42,151","89,200","28,951","18,591","22,900","32,900"
8/15/2023,"41,707","88,900","28,996","18,542","22,850","31,500"
8/14/2023,"42,240","89,000","28,906","18,542","23,050","31,900"
8/11/2023,"41,441","90,400","28,727","18,493","22,900","31,850"
8/10/2023,"41,264","88,500","28,324","18,493","22,900","30,550"
8/9/2023,"42,772","90,200","29,085","18,737","23,200","31,200"
8/8/2023,"43,172","90,700","29,175","18,786","23,400","29,800"
8/7/2023,"43,349","90,800","29,175","18,933","23,750","30,050"
8/4/2023,"42,950","90,100","27,743","18,591","24,400","28,950"
8/3/2023,"43,083","90,600","27,653","18,444","23,450","28,600"
8/2/2023,"43,571","91,500","27,787","18,493","23,100","29,100"
8/1/2023,"42,772","91,200","27,206","18,444","22,850","28,950"
7/31/2023,"41,885","91,600","26,848","18,444","22,950","28,950"
7/28/2023,"41,441","93,000","26,400","18,297","22,200","28,650"
7/27/2023,"41,441","92,700","26,266","18,199","22,150","28,100"
7/26/2023,"42,018","93,400","26,669","18,346","22,300","28,300"
7/25/2023,"41,840","91,700","26,758","18,395","22,300","28,500"
7/24/2023,"41,530","88,569","26,714","18,346","22,050","28,700"
7/21/2023,"41,485","88,908","26,579","18,248","22,100","28,750"
7/20/2023,"41,042","88,908","26,535","18,052","22,000","27,850"
7/19/2023,"41,042","90,178","26,758","18,003","22,000","28,250"
7/18/2023,"41,441","88,315","26,714","18,199","22,000","28,450"
7/17/2023,"40,997","88,738","26,579","18,199","22,000","28,000"
7/14/2023,"41,485","88,908","26,758","18,248","22,000","29,000"
7/13/2023,"41,619","88,823","26,848","17,952","22,000","30,000"
7/12/2023,"41,441","88,061","26,848","17,867","21,850","29,800"
7/11/2023,"41,308","87,214","27,116","18,038","22,000","30,000"
7/10/2023,"41,663","86,960","26,579","17,655","21,950","29,850"
7/7/2023,"39,311","88,908","26,490","17,399","21,700","29,600"
7/6/2023,"39,001","85,267","26,266","17,187","21,700","29,100"
7/5/2023,"39,356","86,367","26,445","17,357","21,950","29,900"
7/4/2023,"39,045","84,674","26,356","17,314","22,000","29,850"
7/3/2023,"39,489","84,674","26,177","17,187","22,050","29,700"
6/30/2023,"38,468","84,674","26,400","17,187","22,050","29,800"
6/29/2023,"39,489","86,283","26,758","17,272","21,900","29,550"
6/28/2023,"40,243","85,605","26,848","17,612","22,300","29,900"
6/27/2023,"39,311","84,674","26,266","17,102","22,200","29,600"
6/26/2023,"39,311","84,674","26,177","17,187","22,250","29,600"
6/23/2023,"39,311","84,589","26,177","17,187","21,900","30,300"
6/22/2023,"39,001","85,013","26,356","16,931","21,650","30,000"
6/21/2023,"38,513","84,674","26,087","16,889","21,700","29,400"
6/20/2023,"38,601","84,589","26,132","16,719","21,650","29,250"
6/19/2023,"38,424","86,113","25,595","16,634","21,650","28,750"
6/16/2023,"38,779","88,908","25,505","16,761","21,800","29,000"
6/15/2023,"38,912","87,638","25,953","16,761","21,700","27,800"
6/14/2023,"39,045","86,876","25,684","16,804","21,650","27,800"
6/13/2023,"39,356","86,791","25,326","16,846","21,600","28,200"
6/12/2023,"38,735","85,521","25,416","16,888","21,450","28,200"
6/9/2023,"38,557","85,097","25,371","16,805","21,550","28,100"
6/8/2023,"38,779","84,674","25,550","16,597","21,600","27,600"
6/7/2023,"39,356","82,134","25,863","16,888","21,850","28,350"
6/6/2023,"39,755","83,827","25,684","16,971","21,800","28,300"
6/5/2023,"39,666","82,981","25,729","16,431","21,750","28,050"
6/2/2023,"39,666","80,356","25,640","16,348","21,800","28,300"
6/1/2023,"38,956","79,509","25,013","15,602","21,400","28,000"
5/31/2023,"39,045","79,594","25,058","15,436","21,217","27,700"
5/30/2023,"38,868","80,017","25,103","15,560","21,050","27,700"
5/29/2023,"38,956","78,831","25,058","15,560","21,009","27,700"
5/26/2023,"38,513","77,900","24,879","15,311","20,883","27,200"
5/25/2023,"38,823","78,916","24,700","15,311","20,967","27,000"
5/24/2023,"38,601","78,408","24,834","15,436","21,009","27,400"
5/23/2023,"38,912","78,577","24,968","15,560","21,176","27,950"
5/22/2023,"39,400","78,831","25,013","15,643","20,925","28,150"
5/19/2023,"39,400","79,763","25,058","15,477","20,841","27,850"
5/18/2023,"39,622","80,440","24,834","15,436","20,883","27,200"
5/17/2023,"39,755","78,577","24,610","15,311","20,800","27,000"
5/16/2023,"39,933","78,408","25,013","15,602","20,883","27,400"
5/15/2023,"39,844","77,646","25,147","15,643","20,883","27,000"
5/12/2023,"39,933","78,577","25,416","15,477","20,883","26,800"
5/11/2023,"39,933","77,053","25,371","15,353","20,800","26,400"
5/10/2023,"39,933","77,900","25,282","15,353","20,800","26,350"
5/9/2023,"40,021","78,154","25,058","15,187","20,800","25,750"
5/8/2023,"39,666","78,747","24,968","15,145","20,841","25,650"
5/5/2023,"38,557","76,037","24,924","15,021","20,591","24,950"
5/4/2023,"38,823","74,936","25,282","15,104","20,633","25,150"
4/28/2023,"38,601","76,630","25,819","15,311","20,215","25,300"
4/27/2023,"38,956","76,207","25,371","15,270","20,173","25,150"
