Date,BID,VCB,CTG,MBB,ACB,STB
4/26/2023,"39,134","75,699","25,416","15,228","20,173","25,400"
4/25/2023,"38,646","74,767","25,505","15,145","20,173","25,050"
4/24/2023,"38,779","74,428","25,863","15,145","20,215","25,550"
4/21/2023,"39,223","74,090","25,595","14,979","20,257","25,600"
4/20/2023,"39,578","74,767","25,729","15,062","20,257","25,700"
4/19/2023,"39,400","74,936","25,684","15,021","20,382","25,500"
4/18/2023,"39,578","74,513","26,042","15,062","20,674","25,900"
4/17/2023,"39,933","74,852","26,132","15,145","20,883","25,900"
4/14/2023,"39,444","74,852","26,042","15,187","20,841","25,700"
4/13/2023,"39,888","74,682","26,311","15,394","20,841","26,450"
4/12/2023,"39,400","74,767","26,400","15,519","20,758","26,100"
4/11/2023,"39,400","74,682","26,490","15,560","20,841","25,950"
4/10/2023,"39,666","75,360","26,266","15,436","20,883","25,950"
4/7/2023,"40,509","76,207","26,400","15,436","20,925","26,000"
4/6/2023,"40,820","77,223","26,445","15,353","20,800","25,650"
4/5/2023,"40,376","77,985","26,848","15,602","21,134","26,250"
4/4/2023,"40,820","77,900","26,535","15,560","21,009","26,900"
4/3/2023,"40,731","78,577","26,803","15,519","21,092","26,750"
3/31/2023,"40,997","77,392","26,132","15,145","20,883","26,200"
3/30/2023,"40,997","78,493","25,953","15,145","20,549","26,000"
3/29/2023,"40,997","78,154","25,953","15,187","20,382","25,350"
3/28/2023,"40,820","77,731","25,863","14,938","20,424","25,400"
3/27/2023,"40,820","77,053","25,729","14,896","20,424","25,500"
3/24/2023,"40,421","75,360","25,505","14,730","20,507","25,050"
3/23/2023,"40,731","76,799","25,684","14,440","20,466","25,000"
3/22/2023,"40,909","75,360","25,505","14,440","20,173","24,800"
3/21/2023,"40,243","73,243","25,326","14,398","20,215","24,600"
3/20/2023,"40,243","72,058","25,058","14,357","20,048","24,200"
3/17/2023,"41,086","75,360","25,953","14,481","20,340","25,050"
3/16/2023,"41,042","77,053","25,908","14,481","20,382","24,600"
3/15/2023,"41,530","77,392","26,400","14,772","20,716","25,350"
3/14/2023,"39,977","77,053","25,953","14,274","20,090","24,400"
3/13/2023,"41,042","77,477","26,221","14,523","20,466","25,000"
3/10/2023,"41,840","77,985","26,132","14,730","20,800","26,000"
3/9/2023,"42,284","78,747","26,311","14,772","21,176","26,500"
3/8/2023,"42,595","78,069","26,311","14,606","20,883","25,350"
3/7/2023,"41,619","77,815","25,953","14,440","20,466","25,000"
3/6/2023,"40,642","77,053","25,371","14,357","20,299","24,900"
3/3/2023,"40,731","76,969","24,879","14,232","20,466","25,000"
3/2/2023,"41,175","78,916","24,879","14,440","20,925","25,600"
3/1/2023,"40,509","78,747","25,282","14,647","21,009","25,400"
2/28/2023,"39,134","79,170","24,521","14,315","20,382","23,750"
2/27/2023,"39,267","78,577","24,655","14,315","20,257","23,600"
2/24/2023,"39,578","79,170","25,282","14,689","20,549","24,300"
2/23/2023,"40,421","79,001","25,953","15,062","21,217","25,000"
2/22/2023,"39,933","78,747","25,863","15,145","20,758","24,700"
2/21/2023,"41,042","79,763","26,714","15,436","21,301","25,350"
2/20/2023,"41,885","79,424","27,250","15,685","21,552","25,700"
2/17/2023,"40,642","78,747","26,535","15,021","20,716","24,400"
2/16/2023,"39,933","78,239","26,579","15,145","20,716","23,900"
2/15/2023,"39,045","78,747","25,863","14,938","20,507","23,350"
2/14/2023,"38,513","78,323","25,684","14,813","19,923","24,400"
2/13/2023,"39,400","79,170","26,087","14,938","19,964","24,500"
2/10/2023,"38,113","80,017","26,042","15,187","20,215","23,650"
2/9/2023,"39,045","78,747","26,311","15,311","20,466","24,450"
2/8/2023,"39,489","79,763","26,758","15,270","20,591","25,000"
2/7/2023,"38,868","77,900","26,132","15,228","20,549","25,750"
2/6/2023,"39,933","81,287","26,758","15,519","20,800","25,700"
2/3/2023,"38,468","78,747","25,998","15,436","20,466","26,050"
2/2/2023,"38,291","76,715","26,132","15,726","20,883","26,150"
2/1/2023,"37,980","75,445","25,953","15,685","21,050","25,650"
1/31/2023,"40,021","77,815","27,295","16,224","21,760","27,100"
1/30/2023,"39,489","76,122","26,624","15,975","21,217","25,850"
1/27/2023,"39,533","78,747","27,161","16,348","22,011","26,650"
1/19/2023,"40,776","78,747","27,832","16,265","21,719","26,800"
1/18/2023,"40,021","76,207","27,519","16,224","21,301","26,800"
1/17/2023,"39,888","75,699","27,385","16,099","21,134","26,550"
1/16/2023,"39,666","73,920","26,848","15,353","20,883","25,500"
1/13/2023,"37,093","72,650","26,042","15,145","20,173","25,300"
1/12/2023,"36,782","71,804","25,863","15,145","20,466","24,950"
1/11/2023,"36,605","72,058","26,042","15,145","20,215","24,700"
1/10/2023,"36,649","73,920","25,550","15,104","19,588","24,950"
1/9/2023,"36,383","73,582","26,042","15,145","19,296","24,650"
1/6/2023,"36,960","71,126","25,595","15,145","19,338","24,300"
1/5/2023,"36,161","71,126","25,505","15,104","19,087","24,200"
1/4/2023,"36,206","70,110","25,505","14,896","18,920","23,300"
1/3/2023,"36,560","69,941","25,058","14,938","18,962","23,500"
12/30/2022,"34,253","67,739","24,387","14,191","18,294","22,500"
12/29/2022,"35,496","68,332","24,163","14,440","18,377","22,350"
12/28/2022,"37,182","67,739","24,297","14,481","18,377","22,900"
12/27/2022,"35,496","66,977","23,805","14,315","18,461","22,500"
12/26/2022,"34,431","66,808","23,313","13,942","18,461","21,900"
12/23/2022,"34,608","66,977","24,745","14,730","19,129","23,500"
12/22/2022,"34,608","67,146","24,700","14,938","19,129","23,400"
12/21/2022,"34,253","66,638","24,610","14,689","19,046","23,550"
12/20/2022,"34,165","66,892","25,058","14,606","18,837","22,450"
12/19/2022,"34,431","67,062","24,655","15,228","19,004","22,400"
12/16/2022,"34,519","67,485","25,103","15,602","19,213","22,800"
12/15/2022,"34,608","67,316","25,282","15,726","19,380","23,250"
12/14/2022,"34,431","66,723","24,968","15,062","19,338","23,250"
12/13/2022,"34,342","66,215","25,192","14,938","19,254","22,550"
12/12/2022,"33,810","65,538","24,566","14,689","18,795","21,300"
12/9/2022,"34,786","65,453","25,103","15,104","19,254","22,400"
12/8/2022,"34,608","65,199","24,879","15,021","18,920","21,700"
12/7/2022,"34,608","66,469","24,476","14,357","18,628","20,300"
12/6/2022,"34,697","67,739","24,163","14,689","18,628","20,750"
12/5/2022,"36,605","71,973","25,595","15,768","19,714","22,300"
12/2/2022,"36,560","71,973","25,013","15,602","19,630","20,850"
12/1/2022,"34,608","67,739","23,402","14,772","18,795","19,500"
11/30/2022,"36,472","68,586","24,387","14,440","18,461","20,000"
11/29/2022,"36,383","67,570","24,521","14,274","18,503","19,750"
11/28/2022,"35,052","64,945","24,431","14,274","18,586","19,700"
11/25/2022,"35,496","61,897","23,089","13,444","17,960","18,900"
11/24/2022,"33,721","61,812","22,015","13,029","17,542","18,200"
11/23/2022,"33,188","62,235","21,836","13,029","17,250","17,500"
11/22/2022,"32,345","62,235","21,389","13,112","16,999","16,900"
11/21/2022,"31,502","63,506","21,568","13,029","17,208","16,700"
11/18/2022,"31,902","64,776","22,105","13,029","17,667","17,100"
11/17/2022,"31,635","64,776","22,373","13,029","17,584","17,200"
11/16/2022,"31,680","63,590","22,194","12,531","17,041","16,150"
11/15/2022,"29,639","63,506","20,941","11,743","15,955","15,100"
11/14/2022,"31,857","63,590","21,389","12,614","16,957","15,850"
11/11/2022,"31,946","63,929","21,120","13,278","17,375","15,600"
11/10/2022,"30,792","61,643","20,360","13,112","16,707","15,150"
11/9/2022,"32,079","62,659","21,881","14,066","17,333","16,250"
11/8/2022,"30,970","61,473","21,344","14,274","17,793","16,450"
11/7/2022,"29,550","60,796","20,897","14,066","17,250","15,500"
11/4/2022,"29,550","60,796","21,926","14,855","16,832","16,600"
11/3/2022,"29,284","61,812","21,120","14,647","17,834","17,250"
11/2/2022,"29,905","62,320","21,478","14,855","18,210","16,900"
11/1/2022,"30,216","63,506","21,881","14,938","18,753","16,900"
10/31/2022,"30,659","62,235","22,015","14,689","18,711","16,150"
10/28/2022,"29,994","60,627","21,523","14,647","18,628","16,150"
10/27/2022,"30,083","60,711","21,433","14,523","18,419","16,050"
10/26/2022,"28,130","59,272","20,046","13,610","17,250","15,000"
10/25/2022,"27,775","59,187","20,091","13,610","17,041","14,900"
10/24/2022,"26,932","57,578","18,793","12,946","16,289","14,850"
10/21/2022,"28,929","57,578","19,375","13,361","17,041","15,950"
10/20/2022,"29,417","58,594","20,807","14,232","17,834","17,150"
10/19/2022,"29,284","57,494","20,762","14,523","17,625","17,300"
10/18/2022,"29,106","57,324","20,583","14,564","17,876","17,700"
10/17/2022,"29,018","56,139","20,181","14,523","17,500","18,150"
10/14/2022,"29,284","57,663","20,315","14,772","17,417","17,650"
10/13/2022,"28,796","56,308","20,046","14,440","16,665","17,650"
10/12/2022,"27,021","54,191","18,928","14,232","15,621","16,950"
10/11/2022,"25,291","52,498","17,720","13,319","14,618","15,850"
10/10/2022,"26,622","55,123","18,525","14,315","15,621","17,000"
10/7/2022,"25,912","56,478","17,854","14,066","15,579","16,750"
10/6/2022,"27,509","59,356","19,151","15,021","16,707","18,000"
10/5/2022,"28,219","60,542","19,688","15,934","17,375","19,250"
10/4/2022,"27,509","60,373","18,570","15,602","17,542","18,750"
10/3/2022,"27,997","59,780","19,330","15,519","18,043","19,200"
9/30/2022,"30,083","61,981","20,762","16,597","18,544","20,600"
9/29/2022,"29,728","62,659","20,225","16,431","18,377","19,700"
9/28/2022,"29,728","63,506","20,852","16,556","18,377","20,300"
9/27/2022,"29,905","62,913","20,986","16,763","18,711","20,500"
9/26/2022,"29,639","63,506","21,031","16,680","18,544","20,500"
9/23/2022,"30,837","64,268","22,373","17,427","18,878","21,450"
9/22/2022,"31,192","66,046","22,731","17,635","19,046","21,950"
9/21/2022,"30,837","66,808","22,865","17,593","18,878","21,750"
9/20/2022,"31,192","67,062","23,268","17,718","19,129","22,150"
9/19/2022,"30,349","66,723","22,821","17,427","19,087","21,600"
9/16/2022,"31,502","67,739","23,447","18,091","19,338","22,450"
9/15/2022,"31,724","67,062","24,073","18,382","19,672","23,050"
9/14/2022,"32,390","66,300","24,163","18,589","19,630","23,050"
9/13/2022,"32,656","66,554","24,610","18,714","19,881","23,050"
9/12/2022,"32,745","66,977","24,208","18,755","19,839","23,100"
9/9/2022,"32,833","66,723","24,029","18,838","20,048","23,750"
9/8/2022,"32,567","66,046","24,029","18,921","20,048","23,900"
9/7/2022,"33,543","67,739","24,476","19,087","20,299","24,350"
9/6/2022,"35,540","70,025","25,282","19,626","20,591","24,700"
9/5/2022,"35,052","69,941","25,013","19,585","20,466","24,700"
8/31/2022,"35,496","71,126","25,282","19,709","20,591","24,800"
8/30/2022,"35,318","72,820","25,416","19,626","20,507","24,650"
8/29/2022,"34,608","69,856","24,968","19,419","20,507","24,850"
8/26/2022,"34,963","69,856","25,461","19,585","20,716","25,100"
8/25/2022,"34,874","69,433","25,684","19,626","20,883","25,650"
8/24/2022,"34,874","69,433","25,237","19,336","20,758","25,400"
8/23/2022,"35,052","67,909","25,058","19,253","20,716","25,000"
8/22/2022,"34,120","67,739","25,058","19,170","20,591","24,700"
8/19/2022,"34,919","68,501","25,282","19,087","20,758","25,100"
8/18/2022,"35,141","69,009","25,729","19,122","21,009","25,200"
8/17/2022,"35,496","69,009","26,042","19,191","20,841","25,400"
8/16/2022,"35,939","69,009","26,132","18,845","20,758","25,550"
8/15/2022,"36,383","69,263","26,356","18,914","20,841","25,650"
8/12/2022,"34,786","69,094","25,640","18,707","20,716","25,650"
8/11/2022,"33,987","69,009","25,505","18,534","20,674","25,200"
8/10/2022,"34,076","68,163","25,461","18,810","20,758","24,900"
8/9/2022,"34,298","68,417","25,774","18,914","20,841","25,250"
8/8/2022,"34,431","69,433","25,953","18,741","20,674","25,300"
8/5/2022,"34,608","69,433","25,953","18,637","20,758","25,250"
8/4/2022,"34,874","69,856","25,819","18,637","20,883","25,200"
8/3/2022,"34,874","67,316","26,042","18,603","20,841","25,450"
8/2/2022,"34,165","66,808","25,595","18,465","20,800","24,950"
8/1/2022,"34,608","65,199","25,684","18,326","20,883","25,200"
7/29/2022,"33,100","63,251","24,342","17,738","20,549","24,700"
7/28/2022,"32,390","63,760","24,700","17,669","20,424","24,450"
7/27/2022,"31,547","63,506","24,163","17,220","20,215","23,050"
7/26/2022,"31,547","62,574","23,760","17,393","20,090","22,950"
7/25/2022,"31,414","61,727","23,805","17,462","20,090","22,850"
7/22/2022,"31,502","61,389","24,073","17,669","20,340","23,000"
7/21/2022,"32,390","61,389","24,610","17,704","20,591","23,100"
7/20/2022,"32,301","61,389","24,208","17,669","20,299","23,050"
7/19/2022,"31,635","60,373","23,760","17,427","19,964","22,950"
7/18/2022,"31,502","60,965","24,073","17,566","19,964","22,550"
7/15/2022,"31,769","61,219","24,163","17,600","20,048","23,000"
7/14/2022,"32,079","61,304","24,163","17,635","20,090","23,300"
7/13/2022,"31,990","60,796","23,760","17,496","20,048","23,050"
7/12/2022,"32,301","60,881","23,000","17,324","20,048","22,600"
7/11/2022,"30,615","60,965","22,821","16,874","19,630","22,050"
7/8/2022,"31,059","62,659","23,179","17,324","20,048","22,500"
7/7/2022,"32,212","63,929","23,537","17,358","20,173","22,600"
7/6/2022,"31,591","61,643","23,134","17,220","20,215","22,500"
7/5/2022,"32,212","62,659","24,163","17,600","20,424","23,050"
7/4/2022,"31,103","62,743","23,805","17,012","20,257","22,350"
7/1/2022,"31,103","62,659","24,118","16,736","20,090","22,000"
6/30/2022,"29,728","63,336","23,402","16,736","20,048","21,500"
6/29/2022,"30,970","63,929","24,029","17,081","20,215","22,600"
6/28/2022,"29,861","64,606","23,894","17,081","20,466","22,550"
6/27/2022,"28,175","63,421","22,910","16,667","20,006","21,500"
6/24/2022,"27,687","63,506","22,149","16,390","19,881","21,200"
6/23/2022,"27,509","64,268","22,597","16,632","19,839","21,300"
6/22/2022,"27,065","64,352","21,120","16,217","19,839","20,500"
6/21/2022,"26,888","65,792","20,628","15,525","19,213","19,200"
6/20/2022,"26,178","64,352","20,225","15,560","19,129","18,850"
6/17/2022,"28,042","64,437","21,075","16,113","19,296","20,250"
6/16/2022,"28,663","66,977","22,105","17,220","20,131","21,000"
6/15/2022,"28,396","64,776","21,926","17,220","19,714","20,700"
6/14/2022,"28,663","65,199","22,597","17,635","20,131","20,900"
6/13/2022,"28,352","64,691","22,597","17,738","19,964","20,600"
6/10/2022,"29,994","65,792","24,252","19,018","21,050","21,900"
6/9/2022,"30,615","65,876","24,789","19,225","21,510","22,300"
6/8/2022,"30,437","67,062","24,789","19,329","21,468","21,600"
6/7/2022,"29,816","68,586","24,521","18,637","20,841","20,200"
6/6/2022,"30,349","67,485","24,342","18,845","21,134","20,500"
6/3/2022,"30,482","65,622","24,521","18,949","21,134","21,150"
6/2/2022,"30,792","66,892","24,834","18,810","21,176","21,550"
6/1/2022,"31,192","68,163","24,834","19,087","20,783","22,250"
5/31/2022,"31,325","66,808","24,968","19,191","21,084","22,350"
5/30/2022,"31,724","66,046","24,431","19,433","21,351","22,800"
5/27/2022,"31,325","65,538","24,163","19,364","21,251","22,250"
5/26/2022,"31,147","64,945","23,894","19,122","20,282","22,400"
5/25/2022,"30,970","65,199","24,073","19,398","20,048","22,750"
5/24/2022,"29,949","64,014","23,268","18,568","19,246","21,750"
5/23/2022,"29,594","62,997","22,373","18,188","19,012","20,350"
5/20/2022,"30,615","63,760","23,179","18,672","19,413","21,600"
5/19/2022,"30,748","64,352","23,358","18,499","19,112","21,750"
5/18/2022,"30,970","63,844","23,805","18,430","19,346","21,750"
5/17/2022,"30,571","64,352","23,492","18,188","19,547","20,350"
5/16/2022,"28,574","62,828","21,970","17,012","18,444","19,050"
5/13/2022,"28,219","61,812","21,389","16,667","18,377","20,450"
5/12/2022,"29,816","65,199","22,373","17,738","19,714","21,950"
5/11/2022,"32,035","67,739","23,894","19,018","21,117","23,550"
5/10/2022,"31,769","67,739","22,552","18,707","20,583","23,900"
5/9/2022,"30,571","65,961","22,507","18,119","20,449","23,750"
5/6/2022,"32,833","67,231","24,163","19,364","20,716","25,500"
5/5/2022,"33,898","68,586","24,968","20,055","21,184","26,900"
5/4/2022,"33,055","67,655","24,163","19,986","21,217","26,750"
4/29/2022,"33,055","68,501","24,834","20,608","21,852","27,700"
4/28/2022,"36,700","69,009","25,237","20,366","20,716","27,700"
4/27/2022,"37,200","69,009","25,326","20,539","20,649","28,200"
4/26/2022,"36,900","68,163","24,745","24,458","20,649","27,400"
4/25/2022,"35,850","69,263","24,476","23,417","20,382","26,800"
4/22/2022,"38,500","69,602","26,311","25,000","21,585","28,800"
4/21/2022,"38,500","66,384","25,953","25,000","21,050","27,650"
4/20/2022,"37,950","66,384","25,684","24,583","25,520","27,550"
4/19/2022,"37,950","65,792","25,729","24,417","25,320","27,500"
4/18/2022,"37,950","65,792","26,132","25,250","26,240","29,000"
4/15/2022,"39,300","67,909","27,743","26,167","26,840","30,100"
4/14/2022,"40,500","68,586","31,200","26,917","27,040","30,800"
4/13/2022,"40,900","69,771","31,500","27,167","26,920","31,350"
4/12/2022,"40,450","69,771","31,000","26,875","26,760","30,800"
4/8/2022,"41,900","70,279","32,050","27,667","27,080","31,000"
4/7/2022,"43,050","70,279","32,550","28,083","26,880","31,900"
4/6/2022,"43,500","71,634","32,600","27,792","26,560","32,350"
4/5/2022,"43,300","70,279","32,350","27,208","26,400","31,800"
4/4/2022,"44,250","82,600","32,850","27,500","26,800","32,200"
4/1/2022,"44,350","82,800","33,050","27,750","26,720","32,200"
3/31/2022,"43,500","82,100","32,450","27,458","26,440","31,700"
3/30/2022,"43,550","82,000","32,050","27,208","26,080","32,250"
3/29/2022,"42,400","81,900","32,000","26,667","25,880","32,300"
3/28/2022,"41,600","82,400","31,800","26,250","25,880","31,850"
3/25/2022,"43,450","82,500","32,200","26,500","26,160","33,650"
3/24/2022,"43,100","83,500","32,550","26,708","26,320","33,650"
3/23/2022,"43,400","84,900","32,850","26,792","26,560","34,000"
3/22/2022,"43,500","84,900","33,000","27,042","26,640","34,050"
3/21/2022,"43,800","84,900","32,850","26,833","26,360","33,100"
3/18/2022,"43,900","84,200","32,800","26,750","26,240","33,100"
3/17/2022,"43,500","83,000","32,700","26,875","26,240","32,800"
3/16/2022,"41,600","82,500","32,000","26,750","26,240","32,900"
3/15/2022,"42,100","81,100","31,950","26,333","26,240","32,700"
3/14/2022,"41,300","84,200","31,900","26,375","26,160","32,500"
3/11/2022,"41,850","83,800","32,250","26,208","26,160","32,050"
3/10/2022,"40,950","83,500","32,100","25,875","26,320","31,550"
3/9/2022,"40,500","83,000","32,000","25,625","26,160","31,100"
3/8/2022,"41,600","81,500","32,050","25,833","26,080","30,850"
3/7/2022,"42,250","84,900","32,150","26,833","26,600","31,500"
3/4/2022,"43,300","84,900","32,750","27,417","27,440","32,000"
3/3/2022,"42,800","85,500","32,600","27,583","26,760","31,850"
3/2/2022,"42,450","85,000","32,000","27,083","26,320","31,250"
3/1/2022,"44,100","85,000","33,300","28,333","27,080","32,650"
2/28/2022,"43,700","84,500","33,150","28,667","27,120","32,850"
2/25/2022,"44,550","85,100","33,850","28,417","27,480","33,000"
2/24/2022,"44,600","85,300","33,850","28,333","27,560","32,900"
2/23/2022,"45,600","86,900","34,850","28,625","27,680","33,600"
2/22/2022,"46,000","86,800","34,600","28,667","27,760","33,700"
2/21/2022,"45,250","87,400","34,400","27,208","27,520","33,200"
2/18/2022,"44,700","87,200","34,600","27,208","27,080","33,350"
2/17/2022,"46,000","87,500","34,900","27,667","27,440","33,900"
2/16/2022,"45,150","87,000","34,650","27,208","27,360","33,600"
2/15/2022,"46,200","87,000","34,950","27,250","27,600","33,500"
2/14/2022,"44,750","86,000","34,600","26,667","27,200","32,850"
2/11/2022,"47,900","90,000","36,800","28,292","28,560","35,300"
2/10/2022,"48,400","91,300","36,750","28,125","28,440","34,750"
2/9/2022,"48,400","90,800","36,350","27,750","28,480","35,050"
2/8/2022,"47,350","92,000","36,500","28,167","28,600","35,850"
2/7/2022,"47,400","92,400","36,300","28,167","27,760","35,600"
1/28/2022,"47,950","89,000","36,900","28,083","27,640","35,550"
1/27/2022,"47,600","91,000","36,900","27,500","27,920","35,400"
1/26/2022,"48,100","94,500","37,650","27,750","28,360","35,550"
1/25/2022,"49,000","95,800","37,000","27,167","27,880","34,700"
1/24/2022,"46,900","93,000","35,650","26,750","27,480","33,300"
1/21/2022,"47,350","89,200","35,550","26,500","26,760","34,600"
1/20/2022,"46,700","87,100","35,100","25,167","26,360","33,800"
1/19/2022,"43,650","86,800","33,800","24,667","26,400","32,900"
1/18/2022,"44,900","87,600","34,550","24,917","26,240","33,900"
1/17/2022,"43,650","86,200","35,000","24,583","26,200","32,600"
1/14/2022,"44,250","83,400","35,450","24,708","26,440","35,000"
1/13/2022,"44,000","81,900","35,150","24,750","26,680","34,300"
1/12/2022,"42,150","80,000","34,150","24,333","26,480","34,700"
1/11/2022,"39,400","79,400","33,000","23,250","26,200","32,450"
1/10/2022,"38,850","79,500","33,300","23,417","26,400","31,600"
1/7/2022,"39,200","79,800","33,200","23,833","26,640","31,950"
1/6/2022,"38,000","79,100","34,000","23,625","27,000","32,700"
1/5/2022,"37,050","78,000","34,750","23,917","26,960","32,550"
1/4/2022,"37,400","79,000","34,750","24,250","27,520","32,100"
12/31/2021,"37,100","78,800","33,900","24,083","27,600","31,500"
12/30/2021,"35,400","78,400","33,800","23,708","27,120","30,500"
12/29/2021,"35,200","79,500","34,150","23,583","27,040","29,500"
12/28/2021,"35,200","80,000","33,900","23,583","26,920","30,050"
12/27/2021,"35,300","79,800","33,400","23,458","26,520","28,100"
12/24/2021,"35,000","78,500","32,900","23,458","26,400","28,200"
12/23/2021,"34,500","76,500","32,200","22,750","26,000","27,400"
12/22/2021,"34,269","76,900","31,650","23,042","26,160","27,650"
12/21/2021,"34,665","76,567","32,000","23,292","26,240","28,200"
12/20/2021,"35,298","77,032","32,450","23,250","26,480","28,650"
12/17/2021,"35,535","74,709","32,950","23,500","26,560","28,300"
12/16/2021,"35,535","76,722","32,500","23,542","26,400","28,600"
12/15/2021,"35,535","77,342","32,250","23,750","26,720","28,350"
12/14/2021,"35,852","76,877","32,400","23,542","26,640","28,100"
12/13/2021,"36,010","77,109","32,700","23,667","26,720","28,650"
12/10/2021,"35,298","77,419","32,749","23,625","26,720","28,600"
12/9/2021,"34,823","76,800","32,944","23,792","26,640","28,850"
12/8/2021,"34,823","76,413","32,212","23,667","26,480","28,600"
12/7/2021,"34,506","76,025","31,919","23,458","26,360","28,050"
12/6/2021,"33,201","73,858","31,333","22,917","25,840","27,000"
12/3/2021,"33,240","75,871","32,212","23,583","26,040","28,000"
12/2/2021,"34,981","76,722","32,993","24,250","26,560","29,300"
12/1/2021,"35,060","76,645","33,188","24,583","26,800","29,900"
11/30/2021,"35,140","76,567","32,749","24,167","26,640","28,900"
11/29/2021,"35,219","78,271","33,432","24,833","27,320","29,900"
11/26/2021,"35,971","81,290","33,481","25,250","27,680","30,850"
11/25/2021,"35,891","82,916","34,311","25,750","28,120","30,650"
11/24/2021,"36,445","81,135","34,555","25,750","28,280","30,450"
11/23/2021,"35,377","76,722","33,286","24,083","27,160","28,500"
11/22/2021,"36,050","76,490","33,676","24,333","27,320","28,800"
11/19/2021,"35,140","75,174","32,017","23,583","26,760","27,900"
11/18/2021,"35,219","75,096","31,382","23,583","26,000","27,650"
11/17/2021,"34,506","75,871","31,480","23,917","26,640","28,000"
11/16/2021,"33,873","75,251","31,626","23,875","26,520","28,050"
11/15/2021,"33,873","75,638","31,724","23,833","26,720","27,950"
11/12/2021,"34,190","76,025","31,919","23,792","26,680","28,100"
11/11/2021,"33,873","76,103","31,187","23,417","26,400","27,700"
11/10/2021,"34,032","75,561","31,724","23,833","26,720","28,450"
11/9/2021,"34,032","75,174","32,163","23,833","26,760","28,100"
11/8/2021,"34,744","76,025","32,017","23,750","26,720","27,850"
11/5/2021,"34,506","75,484","31,919","23,875","26,800","27,650"
11/4/2021,"34,823","76,180","31,822","24,083","26,800","27,450"
11/3/2021,"34,071","76,413","32,212","24,292","27,080","27,900"
11/2/2021,"33,201","75,793","31,626","23,667","26,520","26,650"
11/1/2021,"33,082","75,096","31,431","23,667","26,160","26,600"
10/29/2021,"32,844","75,871","30,748","23,750","26,400","26,600"
10/28/2021,"31,539","75,793","30,553","23,750","25,480","26,700"
10/27/2021,"31,578","74,400","30,357","23,667","25,120","26,500"
10/26/2021,"31,024","72,774","29,186","23,292","24,880","25,600"
10/25/2021,"31,024","72,851","29,186","23,000","25,000","25,600"
10/22/2021,"31,103","73,006","28,942","23,250","25,280","26,200"
10/21/2021,"31,262","72,774","29,040","23,250","25,400","26,100"
10/20/2021,"31,459","73,548","29,284","23,500","25,840","26,300"
10/19/2021,"31,697","74,632","29,576","23,500","25,840","26,200"
10/18/2021,"31,103","74,322","29,479","23,667","25,600","26,900"
10/15/2021,"31,262","74,709","29,918","23,667","25,760","26,850"
10/14/2021,"31,301","74,864","29,869","23,750","25,840","26,400"
10/13/2021,"31,578","75,096","29,967","23,833","26,080","26,250"
10/12/2021,"31,855","75,096","30,065","23,958","26,080","26,600"
10/11/2021,"31,657","75,484","30,260","24,000","26,080","26,500"
10/8/2021,"31,024","75,096","28,747","23,083","25,160","25,700"
10/7/2021,"30,985","74,942","28,649","23,042","24,960","25,500"
10/6/2021,"31,182","74,013","28,600","22,917","25,080","25,500"
10/5/2021,"31,103","74,013","28,796","22,833","25,200","25,750"
10/4/2021,"30,787","73,238","28,015","22,583","24,800","24,300"
10/1/2021,"30,708","74,245","29,040","22,875","25,200","24,700"
9/30/2021,"31,222","75,251","29,674","23,208","25,240","25,700"
9/29/2021,"31,578","76,258","29,674","23,167","25,080","25,800"
9/28/2021,"31,736","76,800","30,211","23,333","25,280","26,550"
9/27/2021,"31,182","75,871","30,260","23,333","25,200","26,500"
9/24/2021,"31,420","77,032","30,943","23,917","25,600","26,750"
9/23/2021,"31,222","77,032","30,845","23,250","25,280","26,600"
9/22/2021,"31,341","77,032","30,601","23,333","25,280","26,700"
9/21/2021,"31,380","75,871","30,748","23,333","25,440","26,800"
9/20/2021,"31,578","77,109","31,089","23,542","25,680","27,100"
9/17/2021,"31,657","75,251","31,041","23,208","25,280","26,800"
9/16/2021,"31,182","75,948","30,894","23,167","25,040","26,750"
9/15/2021,"30,708","75,174","30,406","22,875","24,960","26,600"
9/14/2021,"30,628","76,103","30,455","23,000","25,200","26,650"
9/13/2021,"30,985","75,948","31,089","23,250","25,520","26,900"
9/10/2021,"31,380","76,800","31,529","23,500","25,840","27,200"
9/9/2021,"31,499","76,877","31,626","23,667","25,960","27,350"
9/8/2021,"31,341","77,187","31,382","23,583","25,720","27,300"
9/7/2021,"31,420","77,419","31,870","23,833","26,000","27,900"
9/6/2021,"30,945","77,419","31,285","23,583","25,640","27,550"
9/1/2021,"30,866","76,955","31,285","23,250","25,600","27,200"
8/31/2021,"30,826","76,955","31,041","23,250","25,600","27,350"
8/30/2021,"31,222","76,877","31,529","23,667","25,720","27,900"
8/27/2021,"30,628","75,716","30,406","23,333","25,400","27,300"
8/26/2021,"30,549","74,942","30,455","23,417","25,560","27,100"
8/25/2021,"31,222","75,484","31,382","23,833","25,960","27,350"
8/24/2021,"31,182","75,096","31,968","23,792","25,840","27,250"
8/23/2021,"31,103","75,329","31,919","23,833","25,600","27,000"
8/20/2021,"32,053","77,496","31,919","24,917","26,880","28,300"
8/19/2021,"33,636","79,587","33,481","25,917","28,240","29,950"
8/18/2021,"33,755","78,193","33,676","25,917","28,440","29,950"
8/17/2021,"33,992","78,193","33,774","26,000","28,480","30,150"
